PaperID,Individual_ID_reported,Virus_reported,Virus_strain_isolate,Host_reported,Host_order,Sex,Inoculation_route,Dose_raw,Dose_amount,Dose_unit,Duration_of_observation,Susceptible_YN,ClinicalDisease,severity_reported,Severity_note,Histopathology,Organ_tissue_damaged,Mortality_YN,Mortality_reason,Mortality_note,Behaviour,Physical_symptoms,Notes
117,6,Aujeszky's disease virus,,Rattus norvegicus,Rodentia,NA,Oral,0.5mL of a suspension of 10^5.3 TCID50/mL diluted at  10^-4,10^1.3,TCID50,40 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,none,none,"Experiment is made up of 3 groups of 3 animals. Initially infected then 1 animal killed on day 14 from each group, 2 remainder from each group infected again then on day 28 1 animal killed from each group. The remainder animal from each group was infected again and then killed on day 40."
117,8,Aujeszky's disease virus,,Rattus norvegicus,Rodentia,NA,Oral,0.5mL of a suspension of 10^5.3 TCID50/mL diluted at  10^-3,10^2.3,TCID50,40 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,none,none,"Experiment is made up of 3 groups of 3 animals. Initially infected then 1 animal killed on day 14 from each group, 2 remainder from each group infected again then on day 28 1 animal killed from each group. The remainder animal from each group was infected again and then killed on day 40."
117,9,Aujeszky's disease virus,,Rattus norvegicus,Rodentia,NA,Oral,0.5mL of a suspension of 10^5.3 TCID50/mL diluted at  10^-3,10^2.3,TCID50,40 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,none,none,"Experiment is made up of 3 groups of 3 animals. Initially infected then 1 animal killed on day 14 from each group, 2 remainder from each group infected again then on day 28 1 animal killed from each group. The remainder animal from each group was infected again and then killed on day 40."
117,3,Aujeszky's disease virus,,Rattus norvegicus,Rodentia,NA,Oral,0.5mL of a suspension of 10^5.3 TCID50/mL diluted at  10^-2,10^3.3,TCID50,40 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,none,none,"Experiment is made up of 3 groups of 3 animals. Initially infected then 1 animal killed on day 14 from each group, 2 remainder from each group infected again then on day 28 1 animal killed from each group. The remainder animal from each group was infected again and then killed on day 40."
117,6,Aujeszky's disease virus,,Rattus norvegicus,Rodentia,NA,Oral,0.5mL of a suspension of 10^5.3 TCID50/mL diluted at  10^-1,10^4.3,TCID50,40 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,none,none,"Experiment is made up of 3 groups of 3 animals. Initially infected then 1 animal killed on day 14 from each group, 2 remainder from each group infected again then on day 28 1 animal killed from each group. The remainder animal from each group was infected again and then killed on day 40."
117,9,Aujeszky's disease virus,,Rattus norvegicus,Rodentia,NA,Oral,0.5mL of a suspension of 10^5.3 TCID50/mL diluted at  10^-0,10^5.3,TCID50,40 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,none,none,"Experiment is made up of 3 groups of 3 animals. Initially infected then 1 animal killed on day 14 from each group, 2 remainder from each group infected again then on day 28 1 animal killed from each group. The remainder animal from each group was infected again and then killed on day 40."
119,1,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,2,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,3,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,4,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,5,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,6,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,7,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,8,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,9,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,10,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,11,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,12,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,13,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,14,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,15,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,16,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,17,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,18,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,19,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,20,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,21,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,22,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,23,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,24,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,25,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
119,26,Tahyna virus,181,Myotis myotis Borkhausen,Chiroptera,NA,Subcutaneous (Antebrachium of the foreleg),"10,000 i.c. mouse LD50",10^4,MICLD50,15 days,N,N,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
123,1,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Oronasal,10^4.7 TCID50,10^4.7,TCID50,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,2,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Oronasal,10^4.7 TCID50,10^4.7,TCID50,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,3,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Oronasal,10^4.7 TCID50,10^4.7,TCID50,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,4,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Oronasal,10^4.7 TCID50,10^4.7,TCID50,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,5,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Oronasal,10^4.7 TCID50,10^4.7,TCID50,21 days,Y,N,NA,,mild,nasal mucosa,NA,Culled_experimental design,,NA,none,
123,6,Influenza A Virus H9N3,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Oronasal,10^4.7 TCID50,10^4.7,TCID50,21 days,Y,N,NA,,mild,nasal mucosa,NA,Culled_experimental design,,NA,none,
123,1,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Contact,NA,NA,NA,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,2,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Contact,NA,NA,NA,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,3,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Contact,NA,NA,NA,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,4,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Contact,NA,NA,NA,21 days,Y,N,NA,,none,none,NA,Culled_experimental design,,NA,none,
123,5,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Contact,NA,NA,NA,21 days,Y,N,NA,,mild,nasal mucosa,NA,Culled_experimental design,,NA,none,
123,6,Influenza A Virus H9N2,A/bat/Egypt/381OP/2017,Rousettus aegyptiacus,Chiroptera,NA,Contact,NA,NA,NA,21 days,Y,N,NA,,mild,cilia; mucosal epithelium of the nasal-associated lymphoid tissue; nasal mucosa,NA,Culled_experimental design,,NA,none,
126,K5,Rabies virus,Street,Xerus (Euxerus) Erythropus,Rodentia,M,Intramuscular (each masseter muscle),0.2 mL mouse brain suspension (viral titre not determined),NA,NA,3 months,Y,N,NA,,mild,brain; salivary gland,NA,Culled_ethics,Paralysis shortly before animal was killed - assuming it was killed to prevent additional harm. ,excitement,paralysis,
126,K20,Rabies virus,Street,Xerus (Euxerus) Erythropus,Rodentia,M,Intramuscular (each masseter muscle and right deltoid),0.2 mL mouse brain suspension (viral titre not determined),NA,NA,3 months,Y,N,NA,,mild,brain,Y,,,excitement,none,
126,K22,Rabies virus,Street,Xerus (Euxerus) Erythropus,Rodentia,M,Intramuscular (right masseter muscle and deltoid muscle),0.2 mL mouse brain suspension (viral titre not determined),NA,NA,3 months,Y,N,NA,,mild,brain,Y,,,none,lethargy,
126,1,Rabies virus,Street,Xerus (Euxerus) Erythropus,Rodentia,M,Intramuscular,0.2 mL mouse brain suspension (viral titre not determined),NA,NA,3 months,Y,N,NA,,NA,NA,NA,Accidental_death,"Died within 24 hours presumably to anaesthetic, pulmonary oedema being found post mortem.",NA,NA,
126,SQ3,Rabies virus,Street,Xerus (Euxerus) Erythropus,Rodentia,M,Intramuscular (each masseter muscle),0.2 mL mouse brain suspension (viral titre not determined),NA,NA,3 months,Y,N,NA,,mild,brain,Y,,,excitement,paralysis,
130,179,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,180,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,181,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,182,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,184,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,190,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,197,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,198,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,199,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,376,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,192,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,minor aggression; vocalization,tremors,
130,362,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,none,paralysis/ paresis; tremor; ataxia,
130,178,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,minor aggression; vocalization; increased aggresion,tremors,
130,188,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,increased aggresion; odd vocalization,none,
130,189,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,minor aggression; odd vocalization,nystagmus; paralysis/paresis; tremor; ataxia,
130,191,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,odd vocalization,lethargy; nystagmus; paralysis/paresis; ataxia,
130,193,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,odd vocalization,lethargy; paralysis/paresis; tremor; ataxia,
130,195,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,increased aggresion; odd vocalization; dysphasia,nystagmus; tremor,
130,372,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,odd vocalization,lethargy; seizure; tremor; ataxia,
130,177,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,increased aggresion; odd vocalization,tremor,
130,194,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,odd vocalization,lethargy; nystagmus; seizure; tremor; paralysis/paresis,
130,196,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,minor aggresion; odd vocalization,nystagmus; seizure; paralysis/paresis; tremor; ataxia,
130,370,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,N,NA,,NA,NA,NA,Culled_ethics,,none,none,
130,375,Rabies virus,,Eptesicus fuscus,Chiroptera,NA,Intramuscular (left and right masseter muscle),50uL of 10^2.5 MICLD50/mL,0.05*10^2.5,MICLD50,38 days,Y,Y,NA,,NA,NA,NA,Culled_ethics,,increased aggression; odd vocalization,none,
131,1_1,Foot and mouth disease,Modified live virus vaccine OcaE71,Desmodus rotundus,Chiroptera,NA,Oronasal,0.10mL suspenstion with viral titer 10^7.8/0.05 ml,2 * 10^7.8,Viral titre,25 days,Y,Y,NA,,NA,NA,Y,, (9 days post inoculation),NA,NA,
131,1_2,Foot and mouth disease,Modified live virus vaccine OcaE71,Desmodus rotundus,Chiroptera,NA,Oronasal,0.10mL suspenstion with viral titer 10^7.8/0.05 ml,2 * 10^7.8,Viral titre,25 days,Y,Y,NA,,NA,NA,Y,, (18 days post inoculation),NA,NA,
131,1_3,Foot and mouth disease,Modified live virus vaccine OcaE71,Desmodus rotundus,Chiroptera,NA,Oronasal,0.10mL suspenstion with viral titer 10^7.8/0.05 ml,2 * 10^7.8,Viral titre,25 days,Y,Y,NA,,NA,NA,Y,, (18 days post inoculation),NA,NA,
131,1_4,Foot and mouth disease,Modified live virus vaccine OcaE71,Desmodus rotundus,Chiroptera,NA,Oronasal,0.10mL suspenstion with viral titer 10^7.8/0.05 ml,2 * 10^7.8,Viral titre,25 days,Y,NA,NA,,NA,NA,N,,,NA,NA,
131,1_5,Foot and mouth disease,Modified live virus vaccine OcaE71,Desmodus rotundus,Chiroptera,NA,Oronasal,0.10mL suspenstion with viral titer 10^7.8/0.05 ml,2 * 10^7.8,Viral titre,25 days,Y,NA,NA,,NA,NA,N,,,NA,NA,
131,2_1,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,Y,NA,NA,,NA,NA,N,,,NA,NA,
131,2_2,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,Y,NA,NA,,NA,NA,N,,,NA,NA,
131,2_3,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,2_4,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,2_5,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,2_6,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,2_7,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,2_8,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,2_9,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,2_10,Foot and mouth disease,A32E9 clone 108-1,Desmodus rotundus,Chiroptera,NA,Nasal,0.10 mL of a suspension of triturated whole suckling mice diluted 1/60 (titer of 1/60 susp. 10^4.5/0.05 ml),2 * 10^4.5,Viral titre,15 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,3_1,Foot and mouth disease,Ocura71,Desmodus rotundus,Chiroptera,NA,Nasal,2mL diluted suspension of which titered 10^4.5/0.05 mL,4*10^4.5,Viral titre,9 days,Y,NA,NA,,NA,NA,N,,,NA,NA,
131,3_2,Foot and mouth disease,Ocura71,Desmodus rotundus,Chiroptera,NA,Nasal,2mL diluted suspension of which titered 10^4.5/0.05 mL,4*10^4.5,Viral titre,9 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,3_3,Foot and mouth disease,Ocura71,Desmodus rotundus,Chiroptera,NA,Nasal,2mL diluted suspension of which titered 10^4.5/0.05 mL,4*10^4.5,Viral titre,9 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,3_4,Foot and mouth disease,Ocura71,Desmodus rotundus,Chiroptera,NA,Nasal,2mL diluted suspension of which titered 10^4.5/0.05 mL,4*10^4.5,Viral titre,9 days,N,NA,NA,,NA,NA,N,,,NA,NA,
131,3_5,Foot and mouth disease,Ocura71,Desmodus rotundus,Chiroptera,NA,Nasal,2mL diluted suspension of which titered 10^4.5/0.05 mL,4*10^4.5,Viral titre,9 days,N,NA,NA,,NA,NA,N,,,NA,NA,
137,1,Chikungunya virus,,Eidolon helvum,Chiroptera,NA,Intraperitoneal,6.9 log LD50,10^6.9,MICLD50_newborns,7 days,N,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,2,Chikungunya virus,,Eidolon helvum,Chiroptera,NA,Intraperitoneal,6.9 log LD50,10^6.9,MICLD50_newborns,7 days,N,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,3,Chikungunya virus,,Eidolon helvum,Chiroptera,NA,Intraperitoneal,6.9 log LD50,10^6.9,MICLD50_newborns,7 days,N,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,4,Semliki Forest Virus,,Eidolon helvum,Chiroptera,NA,Intraperitoneal,8.1 log LD50,10^8.1,MICLD50_newborns,7 days,Y,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,5,Semliki Forest Virus,,Eidolon helvum,Chiroptera,NA,Intraperitoneal,8.1 log LD50,10^8.1,MICLD50_newborns,7 days,Y,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,6,Semliki Forest Virus,,Eidolon helvum,Chiroptera,NA,Intraperitoneal,8.1 log LD50,10^8.1,MICLD50_newborns,7 days,Y,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,7,Sindbis virus,K 163/61,Eidolon helvum,Chiroptera,NA,Intraperitoneal,6.7 log LD50,10^6.7,MICLD50_newborns,7 days,Y,NA,NA,,NA,NA,NA,No obvious cause of death,,NA,NA,
137,8,Sindbis virus,K 163/61,Eidolon helvum,Chiroptera,NA,Intraperitoneal,6.7 log LD50,10^6.7,MICLD50_newborns,7 days,Y,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,9,Sindbis virus,K 163/61,Eidolon helvum,Chiroptera,NA,Intraperitoneal,6.7 log LD50,10^6.7,MICLD50_newborns,7 days,Y,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
137,10,Yellow Fever virus,Seganga SE 7445,Eidolon helvum,Chiroptera,NA,Intraperitoneal,5.3 log LD50,10^5.3,MICLD50_newborns,7 days,Y,NA,NA,,NA,NA,NA,Culled_experimental design,,NA,NA,
