Host	HostOrder	Pathogen	pmid	title	abs	review_flag
mus musculus	Rodentia	murine coronavirus	1657211	Hepatitogenicity of three plaque purified mutants of hepatotropic mouse hepatitis virus, MHV-2.	"Hepatitogenicity of three plaque purified mutant strains of mouse hepatitis virus, designated as MHV-2S, -2M and -2L, isolated from MHV-2 infected SR-CDF1-DBT cells was studied. After intraperitoneal inoculation with 2 x 10(5) PFU of parental MHV-2 and its mutants to 4-week-old female ICR mice, 40% of mice inoculated with MHV-2S and 20% of mice with -2M died in one week, whereas with -2L all mice survived. All mice inoculated with MHV-2 died in 3 days postinoculation (p.i.). Virus titer of the liver of mice inoculated with MHV-2, -2S and -2M reached peaks (MHV-2:10(7) PFU/0.2 g, -2S: 10(5) PFU/0.2 g and -2M: 10(6) PFU/0.2 g) at 96 hr p.i., while with -2L a peak titer (10(3) PFU/0.2 g) was shown at 48 hr p.i. Immunofluorescence revealed MHV specific antigen in the liver of MHV-2S infected mice in and around necrotic areas though less extensive than that of parental MHV-2 infected mice. With MHV-2M specific fluorescence was restricted in degenerated hepatocytes in the small necrotic foci. In mice inoculated with MHV-2L only faint fluorescence was detected. Histopathologically, in the liver of MHV-2S infected mice zonal necrosis and cell infiltration were observed. There were spotty necrosis and focal cell infiltration in the liver of MHV-2M infected mice and only small inflammatory foci were seen in MHV-2L infected mice. Large number of extracellular virions were detectable in MHV-2S but not in -2M and -2L infected mice by electron microscopy."	0
mus musculus	Rodentia	murine coronavirus	1658436	In vitro splenic T cell responses of diverse mouse genotypes after oronasal exposure to mouse hepatitis virus, strain JHM.	"Mortality rates among BALB/cByJ, A/JCr, C3H/HeSnJ, and C57BL/6NCr mice inoculated oronasally with mouse hepatitis virus (MHV) strain JHM, ranged from 25 to 67%. Spleen cells harvested from the first three genotypes at 5 days postinoculation proliferated poorly in response to concanavalin A stimulation and produced significantly less interleukin (IL) 2 than cells from uninfected control mice. The function of spleen cells harvested at 14 days postinoculation varied and was host genotype-dependent. Despite clinical signs among some infected C57BL/6NCr mice, spleen cell function was relatively unaffected. C57BL/10ScNCr, B10.A, and SJL/JCr mice remained clinically normal after MHV inoculation. Proliferation and IL2 production by cells from inoculated C57BL/10ScNCr and B10.A mice were similar to responses of their respective controls. In contrast, cells from inoculated SJL/JCr mice were hyper-responsive and produced peak levels of IL2 earlier than control cells. Among the seven genotypes tested, only BALB/cByJ and C3H/HeSnJ spleen cells produced detectable IL4 after primary stimulation with concanavalin A or after priming and restimulation. Primary IL4 production by cells from these two genotypes was significantly reduced if donors were inoculated with MHV 5 days prior to spleen harvest. IL4 production by cells from acutely infected BALB/cByJ mice was considerably enhanced by priming and restimulation."	0
mus musculus	Rodentia	murine coronavirus	1698910	Effect of olfactory bulb ablation on spread of a neurotropic coronavirus into the mouse brain.	"Previous results suggested that, after intranasal inoculation, mouse hepatitis virus (MHV), a neurotropic coronavirus, entered the central nervous system (CNS) via the olfactory and trigeminal nerves. To prove this hypothesis, the effect of interruption of the olfactory pathway on spread of the virus was studied using in situ hybridization. Unilateral surgical ablation of this pathway prevented spread of the virus via the olfactory tract on the side of the lesion. MHV RNA could be detected, however, at distal sites on the operated side, indicating that the virus spread via well-described circuits involving the anterior commissure from the control (intact) side of the brain. Viral transport via the trigeminal nerve was not affected by removal of the olfactory bulb, showing that the surgical procedure was specific for the olfactory pathway. These results prove conclusively that MHV gains entry to the CNS via a transneuronal route, and spreads to additional sites in the brain via known neuroanatomic pathways."	0
mus musculus	Rodentia	murine coronavirus	1705943	Protection of mice from a lethal coronavirus infection in the central nervous system by adoptive transfer of virus-specific T cell clones.	"The protective effect of a mouse hepatitis virus type-4 (MHV-4)-specific CD8+ cytotoxic T cell clone and a CD4+ helper T cell clone was examined by the adoptive transfer into brains of mice lethally infected with MHV-4. Mice survived acute encephalitis if more than 5 x 10(5) cells of either type of the virus-specific T cell clones had been transferred into H-2-matched recipients by 1 day post-infection. Although the adoptive transfer of both types of the T cell clones suppressed viral growth and viral antigen-positive cells in the brains, a significant inhibition of virus replication by the cytotoxic T cell clone was detected prior to that induced by the helper T cell clone. Histologically, cell destruction was prominent in the brains of mice which received the cytotoxic T cell clone. These results demonstrate that both the CD8+ cytotoxic T cell and the CD4+ helper T cell can protect mice from a lethal MHV-4 infection in the central nervous system."	0
mus musculus	Rodentia	murine coronavirus	2468325	Virus strain specificity of challenge immunity to coronavirus.	"The resistance of immunized mice to challenge with the same or a different strain of mouse hepatitis virus (MHV) was examined as a model of challenge immunity to coronavirus infection. Genetically susceptible BALB/cByJ mice were given an intranasal immunizing infection of respiratory-type MHV-JHM, MHV-S, or enterotropic MHV-Y. Control mice were sham-immunized with sterile tissue culture fluid. Recovered mice were challenged intranasally with MHV-JHM, MHV-S or sterile tissue culture fluid at 30 days after immunization. Resistance to challenge inoculation was evaluated in groups of mice at 4 and 30 days after challenge. At 4 days, the prevalence of MHV lesions in nose and liver was tabulated and MHV titers in liver were determined. At 30 days, the prevalence of residual brainstem spongiform lesions was tabulated and serum antibody to MHV-JHM and MVH-S was quantified by enzyme immunoassay. Mice immunized with MHV-JHM or MHV-S resisted challenge with the MHV homotype, but MHV-S-immunized mice were fully susceptible to challenge with MVH-JHM. Mice immunized with enterotropic MHV-Y were only partially protected against challenge with antigenically related, but biologically different MHV-S. Serum antibody responses to MHV supported these observations. These data indicate that challenge immunity to coronaviruses is strong, but highly virus strain-specific."	0
mus musculus	Rodentia	murine coronavirus	2535900	Monoclonal antibodies to the matrix (E1) glycoprotein of mouse hepatitis virus protect mice from encephalitis.	"Monoclonal antibodies to the matrix or E1 glycoprotein of mouse hepatitis virus (MHV) were tested for their ability to protect mice from a normally lethal challenge of MHV-4. Four antibodies were tested, and two of these, J.1.3 and J.3.9, were protective. Protection did not correlate with virus neutralization in vitro, antibody isotype, recognition of a unique E1 antigenic site, or dependence on complement in vivo. Survival from acute encephalitis was followed by subacute demyelination, as has been shown with protection mediated by neutralizing monoclonal antibodies against the major glycoprotein, E2. These results demonstrate that antibodies which are specific for a viral matrix protein are able to alter the course of disease."	0
mus musculus	Rodentia	murine coronavirus	2538027	Characterization of coronavirus JHM variants isolated from Wistar Furth rats with a viral-induced demyelinating disease.	"Murine hepatitis virus (MHV) can cause neurological disease when inoculated intracerebrally (ic) into mice and rats. Specifically the JHM strain of MHV (MHV-JHM) generally causes an acute encephalitis when inoculated ic into 2-day-old Wistar Furth rats. In contrast, JHM generally produces a chronic demyelinating disease with resulting posterior paralysis when inoculated ic into 10-day-old Wistar Furth rats. In addition, while JHM readily produces a productive infection in a mouse fibroblast cell line (L-2), it does not form syncytia or replicate well in a tissue cell line of glial origin (G26-24). We have isolated and characterized three MHV-JHM viral variants from the central nervous system of two Wistar Furth rats with a MHV-JHM-induced demyelinating disease. The pattern of viral-specific mRNA for all three of these variants differed from what was observed for the wild-type parental MHV-JHM that had been passaged only in tissue culture. One of these variants, ATllf cord virus, which induced a chronic demyelinating disease in 2- or 10-day-old intracerebrally inoculated Wistar Furth rats, had a deletion in the coding region of the peplomer glycoprotein mRNA. In addition, this variant formed massive syncytia and replicated well in G26-24 cells. We have not detected this deletion in the other two JHM variants, ATllf brain virus and ATlle brain virus. ATllf brain virus and ATlle brain virus primarily produced an acute encephalitis when reinoculated into 2- or 10-day-old Wistar Furth rats. In addition, these two variants did not form syncytia and had a reduced ability to replicate in G26-24 cells."	0
mus musculus	Rodentia	murine coronavirus	2550746	Immunopathology of chronic progressive hepatitis in nude mice infected with low-virulent mouse hepatitis virus.	"Progressive hepatitis in athymic nude (nu/nu) mice due to a low-virulent mouse hepatitis virus, MHV-2 cc, was examined for involvement of immunocytes and serum antibodies. At 3 to 6 weeks postinoculation (p.i.) a considerable number of Mac 1- and asialo GM1-positive cells were accumulated in the affected liver and spleen. There were also some Thy-1-positive cells. Later than 2 weeks p.i., serum IgG and IgM antibodies were detected in parallel with virus-neutralizing activity, while the IgG levels were lower than those of infected euthymic (nu/+) littermates. By transfer of the infected nu/nu mouse serum, the recipient euthymic mice acquired resistance to lethal challenge infection with a virulent virus, MHV-2."	0
mus musculus	Rodentia	murine coronavirus	2559041	Muramyl peptides confer hepatoprotection against murine viral hepatitis.	"The hepatoprotection induced by synthetic muramyl peptides was investigated using a model of lethal murine mouse hepatitis MHV-3 virus infection. MDP and a nonpyrogenic analog, Murametide, inhibited the steep elevation of serum transaminases induced by MHV-3 irrespective of whether the immunomodulators were administered before or after the infection. A significant proportion of MDP or Murametide-treated animals, in contrast to controls, survived the MHV-3 infection. The histopathological examination of the liver revealed marked necrosis of the hepatic parenchymal cells and infiltration of the inflammatory cells in controls but not in MDP-treated animals."	0
mus musculus	Rodentia	murine coronavirus	2560461	A major role of macrophage activation by interferon-gamma during mouse hepatitis virus type 3 infection. I. Genetically dependent resistance.	"Resistance of mice to mouse hepatitis virus type 3 (MHV3) infection is genetically determined. Normal adult A/J mice are resistant, and BALB/c mice are susceptible. Higher titers of virus and interferon (IFN) in vivo were found in MHV3-infected BALB/c mice compared with A/J mice. In vitro activation of macrophages (M phi) by lipopolysaccharide (LPS) delayed MHV3 replication only in cells that originated from A/J mice, although cell populations from both A/J and BALB/c mice were able to synthesize comparable amounts of IFN-alpha/beta. Using specific antibodies, we have shown that the delayed MHV3 replication in LPS-activated A/J M phi was due, in part, to IFN-alpha/beta. A/J M phi were found to be more sensitive to IFN-gamma than to IFN-alpha/beta, and BALB/c M phi did not develop an antiviral state to either IFN. Cultured spleen cells from A/J mice synthesized more IFN-gamma than BALB/c spleen cells after specific or non-specific stimulation. The results indicate that IFN-activated M phi may play a crucial role in the resistance to MHV3 infection. Since IFN-gamma is produced in large amounts by A/J spleen cells after specific stimulation with MHV3 and is efficient in activating the A/J M phi, a T cell-dependent mechanism is likely to be involved."	0
mus musculus	Rodentia	murine coronavirus	2825892	An immunological analysis of natural resistance to mouse hepatitis virus (JHMV strain) infection in C3H mice.	"1. Since the development of resistance against mouse hepatitis virus (JHMV strain) coincides with the maturation of the immune system, we studied the possible role of distinct immunological components in the resistance of adult mice during JHMV infection. 2. Adult C3H mice naturally resistant to JHMV were rendered susceptible to infection by lethal 60Co-irradiation and were subsequently reconstituted with limiting numbers of syngeneic bone marrow cells or spleen cells. 3. Resistance or susceptibility depended on the number of cells used for reconstitution and the interval between reconstitution and infection. Spleen cells from suckling mice affected neither resistance nor susceptibility and peritoneal cells from adult mice and thymus cells reduced resistance. Persistence of JHMV was demonstrated by virus reactivation. 4. Animals infected with JHMV only once before being rendered immunoincompetent showed a different pattern of resistance. One to four months after infection, 15 to 35% of the animals died after reconstitution without having been reinfected, and persisting JHMV was found in their liver, spleen and peritoneal exudate. The survivors (47 to 87%) were resistant to further JHMV infection during immunodeficiency. 5. Animals immunized 3 times with JHMV before irradiation did not show virus reactivation and were fully resistant to JHMV reinfection after reconstitution. The level of neutralizing anti-JHMV serum antibodies in the group of mice immunized only once was comparable with the level of those immunized 3 times. 6. The role of macrophage activation and cell-mediated immunity in this model are discussed as an explanation for the resistance to, and persistence of, JHMV."	0
mus musculus	Rodentia	murine coronavirus	2834866	Detection of a murine coronavirus nonstructural protein encoded in a downstream open reading frame.	"Mouse hepatitis virus (MHV) gene 5 contains two open reading frames. We have expressed the second open reading frame of this gene (gene 5 ORF 2) in an Escherichia coli expression system. This system utilized a plasmid which contained the promoter and the first 36 codons of the recA gene fused in frame with the MHV gene 5 ORF 2, which is fused in turn to the beta-galactosidase gene. The protein product of this gene fusion was used to raise antibody to gene 5 ORF 2. The specificity of the antibody was verified by immunoprecipitation of the in vitro transcribed and translated protein product of gene 5 ORF 2. The second reading frame of MHV gene 5 was shown to be expressed during the course of infection by immunocytochemistry and radioimmunoprecipitation using the antibody raised against the E. coli fusion protein and by two-dimensional gel electrophoresis."	0
mus musculus	Rodentia	murine coronavirus	2844793	Membrane integration and intracellular transport of the coronavirus glycoprotein E1, a class III membrane glycoprotein.	"The E1-glycoprotein (Mr = 26,014; 228 amino acids) of mouse hepatitis virus A59 is a class III membrane glycoprotein which has been used in this study as a model system in the study of membrane integration and protein transport. The protein lacks an NH2-terminal cleavable signal sequence and spans the viral membrane three times. Hydrophobic domains I and III could serve as signal sequences for cotranslational membrane integration. Domain I alone was sufficient to translocate the hydrophilic NH2 terminus of E1 across the membranes as evidenced by glycosylation of a newly introduced N-glycosylation site. The COOH-terminal part of E1 involving amino acids Leu124 to Thr228 was found to associate tightly with membranes at the post-translational level, although this part of the molecule lacks pronounced hydrophobic sequences. Membrane protection assays with proteinase K showed that a 2-kDa hydrophilic fragment was removed from the COOH terminus of E1 indicating that the protein is largely embedded into the membrane. Microinjection of in vitro transcribed capped and polyadenylated mRNA into CV-1 cells or into secretory AtT20 pituitary tumor cells showed that the E1-protein accumulated in the Golgi but was not detectable at the plasma membrane or in secretory granules. The 28 NH2-terminal hydrophilic amino acid residues play no role in membrane assembly or in intracellular targeting. Various NH2-terminal portions of E1 were fused to Ile145 of the cytoplasmic N-protein of mouse hepatitis virus. The resulting hybrid proteins were shown to assemble into membranes in vitro and were detected either in the rough endoplasmic reticulum or transient vesicles of microinjected cells."	0
mus musculus	Rodentia	murine coronavirus	2982018	Pathogenicity of mouse hepatitis virus for preimplantation mouse embryos.	"Mouse embryos which were hatched from the zona pellucida in vitro in the presence of mouse hepatitis virus (MHV) or outgrown on coverslips and then exposed to MHV were shown by immunohistochemical staining to have virally infected trophoblast cells. Zona-intact embryos incubated with MHV for 48 h (2-cell embryos) or 1.5 h (blastocysts) were resistant to infection. Morulae and early blastocysts collected from donor mice experimentally infected with MHV were not infected, but the medium in which they were flushed from the uterine horns was contaminated with virus. No virus was detected after embryos were washed through three changes of uncontaminated medium. MHV was transmitted to foster mothers when embryos were transferred in medium contaminated with the virus. Fetal and decidual tissues were not infected. We suggest that embryo transfer is an effective and simple alternative to Caesarian rederivation of MHV-contaminated mice."	0
mus musculus	Rodentia	murine coronavirus	2998148	Virus-induced central positional nystagmus in mice.	"Geotropic direction-changing nystagmus in lateral body positions was observed in 4-week-old BALB/c mice after intracerebral injection with a temperature-sensitive mutant of mouse hepatitis virus. The positional nystagmus was detected already 2 days after infection and it lasted half a year at least. The nystagmic responses of the semicircular canals were also evaluated before and after infection. They were unaltered during the disease, which was clinically manifested by general weakness, ataxia and tremor. Histopathological examination 2 weeks after infection revealed demyelination in various parts of the CNS."	0
mus musculus	Rodentia	murine coronavirus	2999444	Proteolytic cleavage of the E2 glycoprotein of murine coronavirus: host-dependent differences in proteolytic cleavage and cell fusion.	"Cell fusion induced by infection with mouse hepatitis virus strain A59 (MHV-A59) varied markedly in extent and time course in four different murine cell lines. When inoculated at a multiplicity of 3 to 5 PFU per cell, the Sac-, L2, and DBT cell lines began to fuse by 7 h, were fused into confluent syncytia by 9 to 12 h, and peeled from the substrate by 10 to 14 h. These virulent virus-cell interactions were in striking contrast to the moderate interaction of MHV-A59 with the 17 Cl 1 cell line, in which only small syncytia were observed 18 h postinoculation, and greater than 50% of the cells remained unfused by 24 h. The yield of infectious virus produced by 17 Cl 1 cells was 10-fold higher than the yields from the other three cell lines. The processing of the nucleocapsid protein, the membrane glycoprotein E1, and the peplomeric glycoprotein E2 were found to differ significantly in the four cell lines. Since the E2 glycoprotein is responsible for virus-induced cell fusion, we attempted to correlate differences in cellular processing of E2 with differences in fusion of infected cells. The predominant intracellular form of E2 in all cell lines was the 180K species. Pulse-chase experiments showed that a small portion of the 17 Cl 1 cell-associated 180K E2 was cleaved by 1 h after synthesis to yield 90K E2, shown in the preceding paper to consist of two different glycoproteins called 90A and 90B (L. S. Sturman, C. S. Ricard, and K. V. Holmes, J. Virol. 56:904-911, 1985). This cleavage occurred shortly before the release of virions from cells, as shown by pulse-chase experiments. After budding at intracellular membranes, virions released into the medium by the four cell lines contained different ratios of 180K to 90K E2. Virions from Sac- cells, which contained 100% 90K E2, fused L2 cells rapidly without requiring virus replication, whereas virions from 17 Cl 1 cells, which had 50% 90K E2, required trypsin activation to induce rapid fusion (Sturman et al., J. Virol. 56:904-911, 1985). The addition of protease inhibitors to the medium markedly delayed L2 cell fusion induced by MHV infection. The extent of coronavirus-induced cell fusion does not depend solely upon the percent cleavage of the E2 glycoprotein by cellular proteases, since extensive fusion was induced by infection of L2 and DBT cells but not 17 Cl 1 cells, although all three cell lines cleaved E2 to the same extent.(ABSTRACT TRUNCATED AT 400 WORDS)"	0
mus musculus	Rodentia	murine coronavirus	3002736	Effect of exogenous mouse interferon on murine fulminant hepatitis induced by mouse hepatitis virus type 2.	"We investigated the effect of exogenous mouse alpha- + beta-interferon produced by mouse L cells on the growth of mouse hepatitis virus type 2 (MHV-2) in the liver, the development of liver cell necrosis, and survival in murine fulminant hepatitis induced by MHV-2. Murine fulminant hepatitis was induced in 4-week-old male ICR mice by intraperitoneal inoculation of MHV-2. Mouse interferon (10(3) IU/mouse/day) was intraperitoneally injected every day. Exogenous mouse interferon suppressed both the growth of MHV-2 in the liver tissue and development of liver cell necrosis, and prolonged the survival. It was also found that the earlier mouse interferon was administered, the greater was the prolongation of survival."	0
mus musculus	Rodentia	murine coronavirus	3018279	Translation and processing of mouse hepatitis virus virion RNA in a cell-free system.	"The first event after infection with mouse hepatitis virus strain A59 (MHV-A59) is presumed to be the synthesis of an RNA-dependent RNA polymerase from the input genomic RNA. The synthesis and processing of this putative polymerase protein was studied in a cell-free translation system utilizing 60S RNA from MHV-A59 virions. The polypeptide products of this reaction included two major species of 220 and 28 kilodaltons. Kinetics experiments indicated that both p220 and p28 appeared after 60 min of incubation and that protein p28 was synthesized initially as the N-terminal portion of a larger precursor protein. When the cell-free translation products were labeled with N-formyl[35S]methionyl-tRNAi, p28 was the predominant radioactive product, confirming its N-terminal location within a precursor protein. Translation in the presence of the protease inhibitors leupeptin and ZnCl2 resulted in the disappearance of p28 and p220 and the appearance of a new protein, p250. This product, which approached the maximal size predicted for a protein synthesized from genomic RNA, was not routinely detected in the absence of inhibitors even under conditions which optimized the translation reaction for elongation of proteins. Subsequent chelation of ZnCl2 resulted in the partial cleavage of the precursor protein and the reappearance of p28. One-dimensional peptide mapping with Staphylococcus aureus V-8 protease confirmed the precursor-product relationship of p250 and p28. The results show that MHV virion RNA, like many other viral RNAs, is translated into a large polyprotein, which is cleaved soon after synthesis into smaller, presumably functional proteins. This is in marked contrast to the synthesis of other MHV proteins, in which minimal proteolytic processing occurs."	0
mus musculus	Rodentia	murine coronavirus	3027167	Accumulation and chemotaxis of natural killer/large granular lymphocytes at sites of virus replication.	"A model for monitoring the accumulation of natural killer cell/large granular lymphocytes (NK/LGL) at a site of virus replication was studied by using mice infected i.p. with either lymphocytic choriomeningitis virus (LCMV), murine cytomegalovirus (MCMV), mouse hepatitis virus (MHV), Pichinde virus, or vaccinia virus. An i.p. but not i.v. infection resulted in a localized increase in NK/LGL cell number (a fourfold to greater than 20-fold increase) and augmentation (a 10- to 20-fold increase) of NK cell activity associated with virus-induced peritoneal exudate cell (PEC) populations. An increase in NK/LGL cell number was detected as early as 12 hr postinfection (p.i.) and peaked at 3 days p.i. with MHV. The initial LGL recruited into the peritoneal cavity at 1 to 3 days p.i. were nonadherent to plastic and were demonstrated to have an NK cell phenotype: asialo GM1+, Thy-1.2 +/-, Lyt-2.2-, and J11d-. The peak number of LGL appeared at 7 days after infection with the NK cell-resistant virus, LCMV. This LGL population had been previously demonstrated to contain cytotoxic T lymphocyte/LGL (CTL/LGL) as well as NK/LGL. During an MHV infection the number of LGL decreased between days 3 and 7 p.i., suggesting that the second wave of CTL/LGL was absent. These findings may explain the absence of a good MHV-CTL model. Virus-induced, activated NK/LGL responded to chemotactic signals by migrating in a unidirectional manner across two 5-microns pore size polycarbonate filters during 7 hr in vitro chemotaxis assays. Wash-out fluid obtained from the peritoneal cavity contained chemotactic activity for NK/LGL as well as for other cell types. We conclude that production and/or release of chemotactic factors at sites of virus replication are at least partially responsible for the accumulation of NK/LGL at these sites."	0
mus musculus	Rodentia	murine coronavirus	6088859	Delayed-type hypersensitivity in mouse hepatitis virus infection in mice.	"Delayed-type hypersensitivity in mouse hepatitis virus infection was studied with intraperitoneally infected mice. Twenty-four hours after eliciting injection with virus-infected cell lysate on day 8 postinfection, specific footpad swelling response was observed with infiltration of mononuclear cells. The response was not enhanced by cyclophosphamide treatment made 2 days before infection. The adoptive transfer of the response from infected mice to H-2 compatible recipients was successful with spleen T cells with Lyt 2-."	0
mus musculus	Rodentia	murine coronavirus	6265581	In vitro macrophage manifestation of cortisone-induced decrease in resistance to mouse hepatitis virus.	"Genetically resistant G3H mice routinely yielded macrophages that were resistant when grown in 90% horse serum. These mice also routinely yielded macrophages that were susceptible to the same virus, MHV (PRI), in vitro after the mice had been treated with three intraperitoneal doses, of hydrocortisone. Dexamethasone and prednisolone when similarly administered also increased the susceptibility of C3H macrophages taken from the treated animal, but progesterone and testosterone did not. In addition, spleen cells from mice treated with cortisone made the resistant C3H macrophages 100 times more susceptible in vitro. Increased in vitro susceptibility induced in this way by hydrocortisone was reversed by exposure to supernatant fluid removed from cultures of concanavalin A-treated spleen cells."	0
mus musculus	Rodentia	murine coronavirus	6275022	Early interaction between mouse hepatitis virus 3 and cells.	"The interaction between mouse hepatitis virus 3 (MHV3) and cells was studied in order to investigate whether or not early events occurring after infection could be involved in the difference in virus replication seen between mouse strains with different genetic sensitivities to MHV3 infection. Kinetic data showed that MHV3 uptake by both macrophages and L cells was time- and temperature-dependent. In addition, treatment of cells with cytochalasin B or prostaglandin E1, prior to virus infection, resulted in a strong inhibition of sheep red blood cell phagocytosis without any effect on MHV3 uptake. Similar uptake of radiolabelled MHV3 was shown by whole spleen cells, purified T lymphocytes and thymocytes. Furthermore, no difference in 3H-labelled MHV3 uptake was seen between macrophages originating from resistant A/J mice, semi-susceptible (C57Bl/6 x A/J)F1 and susceptible animals. These results indicate, therefore, that genetically related in vivo sensitivity toward MHV3 infection is not related to differential uptake of virus by cells."	0
mus musculus	Rodentia	murine coronavirus	6275875	The pathogenesis of chronic viral hepatitis in the nude mouse and its influence on liver regeneration after partial hepatectomy.	"The pathogenesis of chronic viral hepatitis due to infection with mouse hepatitis virus Type 1 has been followed over a period of 30 days in the nu/nu mouse. The initial histopathology is that of a focal hepatic necrosis which evolves into a chronic hepatitis with cirrhosis. The histopathology of the experimentally induced hepatitis with mouse hepatitis Type 1 is indistinguishable from that produced by the disease in nude mouse colonies due to the natural infection in the United Kingdom and also indistinguishable from the histopathology produced by the nude mouse hepatitis virus isolated in Japan. The virus produces a temporary suppression and delay in liver regeneration of nude mice which have been partially hepatectomized and this is compared to the delay in liver regeneration induced by another more virulent strain of mouse hepatitis, Type A59, in the nude mouse."	0
mus musculus	Rodentia	murine coronavirus	20369302	Pathogenesis of murine coronavirus in the central nervous system.	"Murine coronavirus (mouse hepatitis virus, MHV) is a collection of strains that induce disease in several organ systems of mice. Infection with neurotropic strains JHM and A59 causes acute encephalitis, and in survivors, chronic demyelination, the latter of which serves as an animal model for multiple sclerosis. The MHV receptor is a carcinoembryonic antigen-related cell adhesion molecule, CEACAM1a; paradoxically, CEACAM1a is poorly expressed in the central nervous system (CNS), leading to speculation of an additional receptor. Comparison of highly neurovirulent JHM isolates with less virulent variants and the weakly neurovirulent A59 strain, combined with the use of reverse genetics, has allowed mapping of pathogenic properties to individual viral genes. The spike protein, responsible for viral entry, is a major determinant of tropism and virulence. Other viral proteins, both structural and nonstructural, also contribute to pathogenesis in the CNS. Studies of host responses to MHV indicate that both innate and adaptive responses are crucial to antiviral defense. Type I interferon is essential to prevent very early mortality after infection. CD8 T cells, with the help of CD4 T cells, are crucial for viral clearance during acute disease and persist in the CNS during chronic disease. B cells are necessary to prevent reactivation of virus in the CNS following clearance of acute infection. Despite advances in understanding of coronavirus pathogenesis, questions remain regarding the mechanisms of viral entry and spread in cell types expressing low levels of receptor, as well as the unique interplay between virus and the host immune system during acute and chronic disease."	0
mus musculus	Rodentia	murine coronavirus	21073281	Murine coronavirus neuropathogenesis: determinants of virulence.	"Murine coronavirus, mouse hepatitis virus (MHV), causes various diseases depending on the strain and route of inoculation. Both the JHM and A59 strains, when inoculated intracranially or intranasally, are neurovirulent. Comparison of the highly virulent JHM isolate, JHM.SD, with less virulent JHM isolates and with A59 has been used to determine the mechanisms and genes responsible for high neuropathogenicity of MHV. The focus of this review is on the contributions of viral spread, replication, and innate and adaptive immunity to MHV neuropathogenesis. JHM.SD spreads more quickly among neurons than less neurovirulent MHVs, and is able to spread in the absence of the canonical MHV receptor, CEACAM1a. The observation that JHM.SD infects more cells and expresses more antigen, but produces less infectious virus per cell than A59, implies that efficient replication is not always a correlate of high neurovirulence. This is likely due to the unstable nature of the JHM.SD spike protein (S). JHM.SD induces a generally protective innate immune response; however, the strong neutrophil response may be more pathogenic than protective. In addition, JHM.SD induces only a minimal T-cell response, whereas the strong T-cell response and the concomitant interferon-γ (IFN-γ) induced by the less neurovirulent A59 is protective. Differences in the S and nucleocapsid (N) proteins between A59 and JHM.SD contribute to JHM.SD neuropathogenicity. The hemmagglutinin-esterase (HE) protein may enhance neuropathogenicity of some MHV isolates, but is unlikely a major contributor to the high neuroviruence of JHM.SD. Further data suggest that neither the internal (I) protein nor nonstructural proteins ns4, and ns2 are significant contributors to neurovirulence."	1
mus musculus	Rodentia	murine leukemia virus	16072	Expression of endogenous murine leukemia viruses during the course of a protracted immunological disorder.	"Mice of the low leukemia (BALB/cJ x A/J)F1 hybrid (CAF1) strain express B-and N-tropic infectious murine leukemia virus (MuLV) after the age of 6 mo. Initation of a protracted immunological disorder, the graft-versus-host reaction (GVHR), at 7 wk of age, accelerates the induction of both these mouse-tropic endogenous viruses, and preferentially enhances the replication of B-tropic MuLV. The earlier appearance of B-tropic MuLV in a greater proportion of mice and in higher titer is thought to be casually related to the eventual development of lymphoreticular tumors in the GVHR mice, since previous studies have shown that these same tumors can be reproduced by inoculating syngeneic recipients with serially passaged GVHR extracts containing B-tropic MuLV."	0
mus musculus	Rodentia	murine leukemia virus	48258	Selective immunosuppressive activity of steroids in mice inoculated with the Moloney Sarcoma virus (38503).	"A steroid, 6-chloro-17-hydroxypregna-1,4,6-triene-3,20-doine (CHP) that exhibits selective activity in several models of cellular immunity including an apparent inhibitory action on the elicitation of delayed hypersensitivity, was examined in a new, simple experimental model for assessing aspects of host-cell-mediated immunological competence. This model is based upon the capacity of the adult mouse to prevent the progressive growth of tumors induced by the Moloney sarcoma virus. Two steroids reported to have immunosuppressive activity in other assay systems, namely, cortisol and progesterone, were also studied. Control mice and those injected with CHP maintained their capacity to reject the tumor. In contrast, significant numbers of mice receiving a single large injection of cortisol or progesterone succumbed to progressive tumor growth under the experimental conditions used. The data indicate that CHP, while influencing selected parameters of cellular immunity, e.g., the elicitation of delayed hypersensitivity, does not decrease the capacity of the host to mount a defense against the progressive growth of the Moloney virus-induced sarcoma. The results indicate that CHP may be useful in modulating specific aspects of cellular immunity without altering others. In addition, the experimental model described provides a simple method of assessing the possible immunosuppressive effects of naturally occurring and synthetic agents on viral-induced tumor growth."	0
