PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	SCATOZZA, F.; CASTRUCCI, G.								Fractionation of cellular components applied to fixed rabies virus research. II. Behavior of nuclear and cytoplasmic fractions during experimental infection of the rabbit. III. Behavior of the mitochondria, microsomes, and of the soluble fraction during experimental infection of the rabbit				Il frazionamento dei constituenti cellulari applicato alla ricerca del virus fisso della rabbia. Nota II. Comportamento delle frazioni nucleare e citoplasmatica nel corso dell'infezione sperimentale del coniglio. Nota III. Comportamento dei mitocondri, dei microsomi e della frazione solubile nel corso dell'infezione sperimentale del coniglio				GIORN MICROBIOL				4	(1)			58	76						1957	1957	Six rabbits were inoculabed with fixed rabies virus by the subdural route. Each day a portion of the cortex of one animal was homogenized, fractionated into subcellular components, and titrated into mice. The virus could first be demonstrated in the cytoplasmic fraction on the 3d day; in the nuclear fraction on the 4th day. The titers were significantly higher (10-3.3 and 10-3.5) in the cytoplasmic fraction than in the nuclear fraction (10-1.6 to 10-1.7) during the 4th and 5th days, and approximately the same on the 6th day (10-3.8 and 10-3.4). Among the cytoplasmic fractions, differences in titer between mitochondria and microsomes were not significant. Virus was found in the soluble fraction only on the 6th day. || ABSTRACT AUTHORS: Emilio Weiss																					BCI:BCI19593300026634		
J	FAZEKAS de ST. GROTH, S.; DONNELLEY, MARGARET								Studies in experimental immunology of influenza. IV. The protective value of active immunization								AUSTRALIAN JOUR EXPTL BIOL AND MED SCI				28	(1)			61	75						1950	1950	Mice were immunized with graded doses of influenza virus vaccines (live or inactivated by formaldehyde or heat) by 3 routes (intra-nasal, peritoneal, subcut.). At the height of their serol. response the animals were tested for their resistance to exptl. infection with influenza virus type A and B. A new method was devised to assess quantitatively the protection afforded by immunization. Mild exptl. infection gives rise to an approx. 109-fold increase in specific resistance to re-infection with the homologous strain. Peritoneal vaccination with 200-300 agglutinating doses of live, formol- or heat-killed virus increases protection by the order of 1000, the same amt. of virus given subcut. by approx. 100. The resultant immunity is a direct function of the dose of virus given in the vaccine. There is no detectable difference in immunizing power of live or inactivated vaccines of identical hemagglutinin content when admn. by one of the extra- respiratory, routes. Given intranasally, inactive virus lacking enzyme activity (heated vaccines) provides better protection than an equivalent amt. of enzymically active killed vaccine (formolized virus). None of the vaccines, admd. by any of the routes used, affords any protection against infection by the heterologous type of virus. The results are correlated with the serol. findings at the day of challenging, and it is shown that resistance to infection varies independently from the serum antibody titers, but that there exists a strong positive correlation between the antihemagglutinin content of bronchial washings and the degree of specific immunity. On these grounds the use of the serum antibody level as the measure of susceptibility to infection is criticized, and the necessity of determining the antibody present at the site of possible infection stressed. || ABSTRACT AUTHORS: Auth. summ																					BCI:BCI19502400036753	15420100	
J	NECHEVA N; MANOLOVA N								LOCALIZATION AND REPRODUCTION OF INFLUENZA VIRUS A-HONG-KONG IN THE ORGANS OF EXPERIMENTALLY INFECTED WHITE MICE								Acta Microbiologica Bulgarica				6				36	41						1980	1980	The presence and reproduction of the influenza virus A/Hong Kong were followed up in white mice subjected to intranasal droplet infection. The hemagglutination titers and the infection activity of the virus were analyzed at definite intervals in the nasal mucosa, trachea, lung, liver, kidneys and brain. The earlier reproduction of the virus in the lung is noted in comparison with the upper parts of the respiratory tract. The virus dissemination throughout the organism is discussed along with its possibility for reproduction in organs out of the respiratory system.																					BCI:BCI198172074541	7340408	
J	Sharma, Vipul; Goessling, Lisa S.; Brar, Anoop K.; Joshi, Chetanchandra S.; Mysorekar, Indira U.; Eghtesady, Pirooz								Coxsackievirus B3 Infection Early in Pregnancy Induces Congenital Heart Defects Through Suppression of Fetal Cardiomyocyte Proliferation								JOURNAL OF THE AMERICAN HEART ASSOCIATION				10	2					e017995	10.1161/JAHA.120.017995				JAN 19 2021	2021	BackgroundCoxsackievirus B (CVB) is the most common cause of viral myocarditis. It targets cardiomyocytes through coxsackie and adenovirus receptor, which is highly expressed in the fetal heart. We hypothesized CVB3 can precipitate congenital heart defects when fetal infection occurs during critical window of gestation.Methods and ResultsWe infected C57Bl/6 pregnant mice with CVB3 during time points in early gestation (embryonic day [E] 5, E7, E9, and E11). We used different viral titers to examine possible dose-response relationship and assessed viral loads in various fetal organs. Provided viral exposure occurred between E7 and E9, we observed characteristic features of ventricular septal defect (33.6%), abnormal myocardial architecture resembling noncompaction (23.5%), and double-outlet right ventricle (4.4%) among 209 viable fetuses examined. We observed a direct relationship between viral titers and severity of congenital heart defects, with apparent predominance among female fetuses. Infected dams remained healthy; we did not observe any maternal heart or placental injury suggestive of direct viral effects on developing heart as likely cause of congenital heart defects. We examined signaling pathways in CVB3-exposed hearts using RNA sequencing, Kyoto Encyclopedia of Genes and Genomes enrichment analysis, and immunohistochemistry. Signaling proteins of the Hippo, tight junction, transforming growth factor-beta 1, and extracellular matrix proteins were the most highly enriched in CVB3-infected fetuses with ventricular septal defects. Moreover, cardiomyocyte proliferation was 50% lower in fetuses with ventricular septal defects compared with uninfected controls.ConclusionsWe conclude prenatal CVB3 infection induces congenital heart defects. Alterations in myocardial proliferate capacity and consequent changes in cardiac architecture and trabeculation appear to account for most of observed phenotypes.																					WOS:000610049900020	33440998	
J	Cheung, Caroline T. Y.; Deisher, Theresa A.; Luo, Honglin; Yanagawa, Bobby; Bonigut, Stefanie; Samra, Amrit; Zhao, Hongyan; Walker, Elizabeth K.; McManus, Bruce M.								Neutralizing anti-4-1BBL treatment improves cardiac function in viral myocarditis								LABORATORY INVESTIGATION				87	7			651	661		10.1038/labinvest.3700563				JUL 2007	2007	Coxsackievirus B3 (CVB3) is the most common causative agent of infectious myocarditis. Chronic inflammation, loss of contractile tissue, and maladaptive remodeling all contribute to dilated cardiomyopathy and heart failure. The 4-1BB receptor is a costimulatory molecule expressed by T cells and cardiomyocytes. We infected mice with CVB3 to examine if virus infection triggers 4-1BB activation and whether inhibition of this pathway will reduce inflammation and improve heart function. Echocardiography was performed on days 3, 9, 30 and at 10 weeks post-infection (pi) and ejection fraction (EF), left ventricular (LV) wall thickness, contractility, and internal cardiac dimensions were measured. At day 9, reduced rate of wall thickening (30 +/- 17 vs 70 +/- 19%), increased LV wall thickness (0.15 +/- 0.04 vs 0.09 +/- 0.01 cm in diastole and 0.19 +/- 0.04 vs 0.15 +/- 0.02 cm in systole), and reduced cardiac volume (0.013 +/- 0.004 vs 0.023 +/- 0.003 ml in diastole and 0.004 +/- 0.002 ml vs 0.007 +/- 0.001ml in systole) were observed in infected hearts as compared with shams. At 14 days pi, CVB3-infected mice were randomly assigned to receive either anti-4-1BBL neutralizing (M522) or control antibodies (Ab) for 8 weeks. Cardiac damage, fibrosis, and inflammation were assessed by histological stains and immunohistochemistry. Polymerase chain reaction (PCR) was utilized to detect matrix metalloproteinase (MMP)-2, MMP-9, and MMP-12 expressions. At 10 weeks pi, M522 treatment improved LV wall thickening rate (similar to 10 +/- 13 vs similar to 49 +/- 16%, expressed as percentage change from baseline) and reduced diastolic LV posterior wall thickness (17 +/- 10 vs 57 +/- 47%, expressed as percentage change from baseline), cardiac damage as assessed by histological scores (0 vs 1.371.5), fibrosis by collagen volume fraction (3.2 +/- 0.6 vs 4.9 +/- 2.2%), overall inflammation (5.9 +/- 1.3 vs 8.5 +/- 4.1%), and T-cell infiltration (1.3 +/- 0.9 vs 4.3 +/- 3.8%) as compared to control. MMP-12 was highly increased during acute and chronic myocarditis, but was significantly decreased by M522 treatment. Thus, long-term inhibition of the 4-1BB pathway reduces cardiac damage, remodeling, and inflammation during viral myocarditis.																					WOS:000247344700004	17468777	
J	COATES, DM; MAKH, SR; JONES, N; LLOYD, G								ASSESSMENT OF ASSAYS FOR THE SERODIAGNOSIS OF VENEZUELAN EQUINE ENCEPHALITIS								JOURNAL OF INFECTION				25	3			279	289		10.1016/0163-4453(92)91559-T				NOV 1992	1992																						WOS:A1992JY72300006	1474264	
J	SMADEL, J E								Introduction, symposium on viral and rickettsial diseases.								Bacteriological reviews				14	3			193	7						1950-Sep	1950																						MEDLINE:14772192	14772192	
J	Vangipuram, SD; Sheele, J; Atkinson, RL; Holland, TC; Dhurandhar, NV								A human adenovirus enhances preadipocyte differentiation								OBESITY RESEARCH				12	5			770	777		10.1038/oby.2004.93				MAY 2004	2004	Objective: Adenovirus 36 (Ad-36) has been shown, to increase adiposity in experimentally infected chickens, mice, and marmosets (nonhuman primates). Neutralizing antibodies to Ad-36 are associated with obesity in humans. The metabolic and molecular mechanisms responsible for Ad-36-induced adipogenesis are unknown. As a potential adipogenic mechanism, this study examined if Ad-36 enhanced differentiation of preadipocytes.Research Methods and Procedures: To determine the suitability of 3T3-L1 cells (murine preadipocyte cell line) as a model, the first experiment determined if Ad-36 attaches and initiates replication in the cells. Next, effects of Ad-36 on the number of differentiated adipocytes, glycerol 3-phosphate dehydrogenase (GPDH) levels, and cellular lipid accumulation were determined. The last experiment determined the effect of Ad-36 on human primary preadipocyte differentiation. Ad-2, a known nonadipogenic human adenovirus, was used as a negative control in these experiments.Results: Immunofluorescence studies showed adenoviral attachment to 3T3-L1 cells, and reverse transcriptase-polymerase chain reaction showed expression of the Ad-36 EIA gene in the infected cells. Ad-36, but not Ad-2, increased the number of differentiated adipocytes, GPDH enzyme levels, and the total cellular lipid content. Also, Ad-36, but not Ad-2, increased GPDH levels in human preadipocytes.Discussion: Taken together, these experiments showed that Ad-36 enhanced differentiation of preadipocytes, which may be a contributory mechanism to its adipogenic effect in vivo. The lack of effect of Ad-2 on differentiation demonstrated that the observed findings were not a common characteristic of all adenoviruses. Future understanding of the molecular interactions of cellular and viral genes responsible for enhanced differentiation may reveal novel signaling pathways and controls of preadipocyte differentiation.																					WOS:000221813300006	15166297	
J	SNYDER, RL; TYLER, G; SUMMERS, J								ANIMAL-MODEL OF HUMAN-DISEASE - CHRONIC HEPATITIS AND HEPATOCELLULAR-CARCINOMA ASSOCIATED WITH WOODCHUCK HEPATITIS-VIRUS								AMERICAN JOURNAL OF PATHOLOGY				107	3			422	425						1982	1982																						WOS:A1982NT85800016	6282133	
J	Massi, C; Lombardi, S; Indino, E; Matteucci, D; LaRosa, C; Esposito, F; Garzelli, C; Bendinelli, M								Most potential linear B cell epitopes of Env glycoproteins of feline immunodeficiency virus are immunogenically silent in infected cats								AIDS RESEARCH AND HUMAN RETROVIRUSES				13	13			1121	1129		10.1089/aid.1997.13.1121				SEP 1 1997	1997	A battery of sixty-six 20- to 23-amino acid synthetic peptides, partially overlapping by 10-12 amino acids, spanning the entire sequence of the envelope (Env) glycoproteins of the Petaluma isolate of feline immuno-deficiency virus (FIV-Pet), has been used to map Env linear B cell epitopes, By screening FIV-infected cat sera for anti-peptide reactivity, the existence of two immunodominat domains, namely the V3 region of the surface (SU) glycoprotein and the domain including the highly conserved sequence QNQFF of the transmembrane (TM) glycoprotein, was detected; antibody-binding sites were also mapped in the domain overlapping the cleavage site between SU and TM encompassing the V6 variable region, Moreover, at least two novel linear B epitopes, the former spanning residues M-427-H-446, and the latter spanning residues N-737-N-756 and likely representing a ''type-specific'' determinant, have been revealed, The battery of synthetic peptides was then used to immunize outbred Swiss mice in the attempt to reveal other potential sites of immunogenicity of the Env glycoproteins, Analysis of peptide-immunized mouse sera for anti-peptide reactivity revealed more numerous B cell epitopes, generally mapping in different peptides, as compared with those defined in the feline system, None of the mouse anti-peptide sera, however, proved neutralizing for FIV-Pet.																					WOS:A1997XU90100007	9282817	
R	Croft, Nathan								Acute experimental infection of bats and ferrets with Hendra virus: insights into the early host response of the reservoir host and susceptible model species								PRIDE															2020-04-14	2020	Bats are the natural reservoir host for a number of zoonotic viruses, including Hendra virus (HeV) which causes severe clinical disease in humans and other susceptible hosts. Our understanding of the ability of bats to avoid clinical disease following infection with viruses such as HeV has come predominantly from in vitro studies focusing on innate immunity. Information on the early host response to infection in vivo is lacking and there is no comparative data on responses in bats compared with animals that succumb to disease. In this study, we examined the sites of HeV replication and the immune response of infected Australian black flying foxes and ferrets at 12, 36 and 60 hours post exposure (hpe). Viral antigen was detected at 60 hpe in bats and was confined to the lungs whereas in ferrets there was evidence of widespread viral RNA and antigen by 60 hpe. The mRNA expression of IFNs revealed antagonism of type I and III IFNs and a significant increase in the chemokine, CXCL10, in bat lung and spleen following infection. In ferrets, there was an increase in the transcription of IFN in the spleen following infection. Liquid chromatography tandem mass spectrometry (LC-MS/MS) on lung tissue from bats and ferrets was performed at 0 and 60 hpe to obtain a global overview of viral and host protein expression. Gene Ontology (GO) enrichment analysis of immune pathways revealed that six pathways, including a number involved in cell mediated immunity were more likely to be upregulated in bat lung compared to ferrets. GO analysis also revealed enrichment of the type I IFN signaling pathway in bats and ferrets. This study contributes important comparative data on differences in the dissemination of HeV and the first to provide comparative data on the activation of immune pathways in bats and ferrets in vivo following infection.																					DRCI:DATA2020088018635207		
J	Stadlbauer, D.; Arvind Rajabhathor; Amanat, F.; Kaplan, D.; Masud, A.; Treanor, J. J.; Izikson, R.; Cox, M. M.; Nachbagauer, R.; Krammer, F.								Vaccination with a recombinant H7 hemagglutinin-based influenza virus vaccine induces broadly reactive antibodies in humans.								mSphere				2	6			e00502	17						2017	2017	Human influenza virus infections with avian subtype H7N9 viruses are a major public health concern and have encouraged the development of effective H7 prepandemic vaccines. In this study, baseline and postvaccination serum samples of individuals aged 18 years and older who received a recombinant H7 hemagglutinin vaccine with and without an oil-in-water emulsion (SE) adjuvant were analyzed using a panel of serological assays. While only a small proportion of individuals seroconverted to H7N9 as measured by the conventional hemagglutination inhibition assay, our data show strong induction of anti-H7 hemagglutinin antibodies as measured by an enzyme-linked immunosorbent assay (ELISA). In addition, cross-reactive antibodies against phylogenetically distant group 2 hemagglutinins were induced, presumably targeting the conserved stalk domain of the hemagglutinin. Further analysis confirmed an induction of stalk-specific antibodies, suggesting that epitopes outside the classical antigenic sites are targeted by this vaccine in the context of preexisting immunity to related H3 hemagglutinin. Antibodies induced by H7 vaccination also showed functional activity in antibody-dependent cell-mediated cytotoxicity reporter assays and microneutralization assays. Additionally, our data show that sera from hemagglutination inhibition seroconverters conferred protection in a passive serum transfer experiment against lethal H7N9 virus challenge in mice. Interestingly, sera from hemagglutination inhibition nonseroconverters also conferred partial protection in the lethal animal challenge model. In conclusion, while recombinant H7 vaccination fails to induce measurable levels of hemagglutination-inhibiting antibodies in most subjects, this vaccination regime induces homosubtypic and heterosubtypic cross-reactive binding antibodies that are functional and partly protective in a murine passive transfer challenge model.																					CABI:20183109652		
J	McClelland, Erin E.; Damjanovich, Kristy; Gardner, Kyle; Groesbeck, Zack J.; Ma, Maggie S.; Nibley, Megan; Richardson, Kelly S.; Wilkinson, Maureen; Morrison, Linda C.; Bernhardt, Paul; Potts, Wayne K.								Infection-dependent phenotypes in MHC-congenic mice are not due to MHC: can we trust congenic animals?								BMC Immunology				5				1	7		10.1186/1471-2172-5-14				JUL 9 2004	2004	Background: Congenic strains of mice are assumed to differ only at a single gene or region of the genome. These mice have great importance in evaluating the function of genes. However, their utility depends on the maintenance of this true congenic nature. Although, accumulating evidence suggests that congenic strains suffer genetic divergence that could compromise interpretation of experimental results, this problem is usually ignored. During coinfection studies with Salmonella typhimurium and Theiler's murine encephalomyelitis virus (TMEV) in major histocompatibility complex (MHC)-congenic mice, we conducted the proper F-2 controls and discovered significant differences between these F-2 animals and MHC-genotype-matched P-0 and F-1 animals in weight gain and pathogen load. To systematically evaluate the apparent non-MHC differences in these mice, we infected all three generations (P-0, F-1 and F-2) for 5 MHC genotypes (b/b,b/q and q/q as well as d/d, d/q, and q/q) with Salmonella and TMEV.Results: Infected P-0 MHC q/q congenic homozygotes lost significantly more weight (p = 0.02) and had significantly higher Salmonella (p < 0.01) and TMEV (p = 0.02) titers than the infected F-2 q/q homozygotes. Neither weight nor pathogen load differences were present in sham-infected controls.Conclusions: These data suggest that these strains differ for genes other than those in the MHC congenic region. The most likely explanation is that deleterious recessive mutations affecting response to infection have accumulated in the more than 40 years that this B10. Q-H-2(q) MHC-congenic strain has been separated from its B10-H-2(b) parental strain. During typical experiments with congenic strains, the phenotypes of these accumulated mutations will be falsely ascribed to the congenic gene(s). This problem likely affects any strains separated for appreciable time and while usually ignored, can be avoided with the use of F-2 segregants.																					BCI:BCI200600069450	15245582	
J	Rivers, TM; Berry, GP; Rhoads, CP								Psittacosis - Observations concerning the experimental disease in parrots, mice, rabbits, guinea-pigs and monkeys								JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION				95				579	583		10.1001/jama.1930.02720080017007				JUL-DEC 1930	1930																						WOS:000201688400189		
J	YANG, YZ; YUAN, WL; GUO, Q; GONG, ZX; ZHOW, TS; SHEN, JY; CHEN, HZ								EFFECT OF DEXAMETHASONE ON COXSACKIEVIRUS B2-INFECTED RAT BEATING HEART-CELLS IN CULTURE								EUROPEAN HEART JOURNAL				12				39	43		10.1093/eurheartj/12.suppl_D.39			D	AUG 1991	1991																						WOS:A1991GB44300012	1655450	
J	Woon, Amanda P.; Boyd, Victoria; Todd, Shawn; Smith, Ina; Klein, Reuben; Woodhouse, Isaac B.; Riddell, Sarah; Crameri, Gary; Bingham, John; Wang, Lin-Fa; Purcell, Anthony W.; Middleton, Deborah; Baker, Michelle L.								Acute experimental infection of bats and ferrets with Hendra virus: Insights into the early host response of the reservoir host and susceptible model species								PLOS PATHOGENS				16	3					e1008412	10.1371/journal.ppat.1008412				MAR 2020	2020	Author summaryBats are natural reservoirs for a number of viruses, including HeV that cause severe disease in humans and other susceptible hosts. We examined acute HeV infection in pteropid bats, compared to ferrets, a species that develops fulminating disease following exposure to HeV, similar to humans. Analysis of HeV replication and transcription of innate immune genes was performed at 12, 36 and 60 hpe and global proteomics was performed on tissues at 60 hpe to obtain insight into the mechanisms responsible for innocuous (bats) compared to fatal (ferrets) HeV infection. We confirmed that both animal species had become infected on the basis of detection of viral RNA in bat lung (60 hpe) and ferret lung, lymph node, spleen, heart and intestine (36 and/or 60 hpe). Analysis of the transcription of IFNs and CXCL10, combined with global proteomics analysis revealed differences in the activation of the immune response between bats and ferrets, consistent with the difference in the control of viral replication and the development of pathology associated with disease between the two species. This study represents the first in vivo comparison between bats and a susceptible host and contributes important information on the kinetics and control of HeV in these two model species.Bats are the natural reservoir host for a number of zoonotic viruses, including Hendra virus (HeV) which causes severe clinical disease in humans and other susceptible hosts. Our understanding of the ability of bats to avoid clinical disease following infection with viruses such as HeV has come predominantly from in vitro studies focusing on innate immunity. Information on the early host response to infection in vivo is lacking and there is no comparative data on responses in bats compared with animals that succumb to disease. In this study, we examined the sites of HeV replication and the immune response of infected Australian black flying foxes and ferrets at 12, 36 and 60 hours post exposure (hpe). Viral antigen was detected at 60 hpe in bats and was confined to the lungs whereas in ferrets there was evidence of widespread viral RNA and antigen by 60 hpe. The mRNA expression of IFNs revealed antagonism of type I and III IFNs and a significant increase in the chemokine, CXCL10, in bat lung and spleen following infection. In ferrets, there was an increase in the transcription of IFN in the spleen following infection. Liquid chromatography tandem mass spectrometry (LC-MS/MS) on lung tissue from bats and ferrets was performed at 0 and 60 hpe to obtain a global overview of viral and host protein expression. Gene Ontology (GO) enrichment analysis of immune pathways revealed that six pathways, including a number involved in cell mediated immunity were more likely to be upregulated in bat lung compared to ferrets. GO analysis also revealed enrichment of the type I IFN signaling pathway in bats and ferrets. This study contributes important comparative data on differences in the dissemination of HeV and the first to provide comparative data on the activation of immune pathways in bats and ferrets in vivo following infection.																					WOS:000523706200015	32226041	
J	HAMMON, WM; REES, DM; CASALS, J; MEIKLEJOHN, G								EXPERIMENTAL TRANSMISSION OF JAPANESE-B ENCEPHALITIS VIRUS BY CULEX-TRITAENIO-RHYNCHUS AND CULEX-PIPIENS VAR PALLENS, SUSPECTED NATURAL VECTORS								AMERICAN JOURNAL OF HYGIENE				50	1			46	50		10.1093/oxfordjournals.aje.a119343				1949	1949																						WOS:A1949XU80000004	18135589	
J	BLENDEN, DC; BELL, JF; TSAO, AT; UMOH, JU								IMMUNOFLUORESCENT EXAMINATION OF THE SKIN OF RABIES-INFECTED ANIMALS AS A MEANS OF EARLY DETECTION OF RABIES VIRUS-ANTIGEN								JOURNAL OF CLINICAL MICROBIOLOGY				18	3			631	636		10.1128/JCM.18.3.631-636.1983				1983	1983																						WOS:A1983RE57500036	6355152	
J	Emikpe, B. O.; Akpavie, S. O.; Ohore, O. G.						Rahman, S. A.		Haematology and serum biochemical changes in the experimental lineage 1 variant Pestes Des Petit Ruminants virus infection in goats.								Journal of Commonwealth Veterinary Association				27	2			126	132						2011	2011	This study describes the haematological and biochemical changes of goats experimentally infected with lineage 1 variant strain of Pestes Des Petit Ruminants (PPR) virus. Fifteen goats were infected intratracheally with 1 ml of the pure culture of PPR virus grown in Baby hamster kidney cell line with a titre of 106.5 TCID50. ANOVA using Duncan multiple range was used to test the significance of the means of the haematological and biochemical values. There was marked haemoconcentration evidenced by increased packed cell volume and haemoglobin concentration over the weeks during the infection. There was significant neutrophilic leucocytosis from the third week (P≤0.05) while there was an insignificant lymphopenia (P>0.05). There was oesinophilia and monocytosis from the fourth week postinfection. The increase in the albumin, Blood urea nitrogen (BUN), creatinine and fibrinogen values from the second week post infection was significant (P≤0.05). The haemoconcentration may be related to the dehydration resulting from diarrhea. The transient lymphopenia observed between 10-14 dpi reflects the mild virulence of the PPR virus from the lineage 1 while the neutrophilia observed at the third week may be associated with the bacterial complication observed in the course of infection. The serum biochemistry revealed consistent increases in BUN, albumin and fibrinogen values which can be associated with the pattern of pneumonia observed. This study showed that PPR virus from the lineage 1 may be associated with bacterial complication in the later stages and the determination of fibrinogen levels could be of diagnostic value.					The role of veterinarians and livestock farmers in food security and poverty alleviation. 5th Pan Commonwealth Veterinary Conference, Accra, Ghana, 21-25 March 2011.																CABI:20143268761		
J	DEAN, DJ; BAER, GM; THOMPSON, WR								STUDIES ON LOCAL TREATMENT OF RABIES-INFECTED WOUNDS								BULLETIN OF THE WORLD HEALTH ORGANIZATION				28	4			477	&						1963	1963																						WOS:A19636623A00003	14026136	
J	THOMAS, LA; EKLUND, CM								OVERWINTERING OF WESTERN EQUINE ENCEPHALOMYELITIS VIRUS IN EXPERIMENTALLY INFECTED GARTER SNAKES AND TRANSMISSION TO MOSQUITOES								PROCEEDINGS OF THE SOCIETY FOR EXPERIMENTAL BIOLOGY AND MEDICINE				105	1			52	55						1960	1960																						WOS:A1960WE51800018	13776510	
J	DARCEL, C								REFLECTIONS ON THE PATHOGENESIS OF DISEASES CAUSED BY THE ACUTE AVIAN LEUKOSIS/SARCOMA VIRUSES WITH SPECIAL REFERENCE TO AVIAN ERYTHROBLASTOSIS								VETERINARY RESEARCH COMMUNICATIONS				18	5			397	415		10.1007/BF01839290				OCT 1994	1994	The various diseases that follow experimental infection with the acute and non-acute avian oncoviruses are discussed with special reference to the pathogenesis of avian erythroblastosis. One view, based on in vitro studies, sees erythroblastosis as the product of a failure in the differentiation of virus-infected stem cells to mature erythrocytes, as a result of cell 'transformation'. The results of some in vivo studies, however, point to a resemblance of the disease to a haemolytic anaemia, where cellular death is an important component. It seems probable that the disease is the result of transformation of cells of the erythroblastic series followed by the death of many of these cells due to influences that have not yet been determined. Determination of the causes of this cellular death may prove to be as important for our understanding of the problem of leukaemia as the work that has already been accomplished in explaining the causes of cell transformation. It is also suggested that the tendency of gs amino acid sequences of the avian leukosis viruses and mouse leukaemia viruses to form fusion proteins with a variety of proto-oncogenes may be part of a wider phenomenon, and that these sequences may fuse with other proteins, altering their properties. More work is required on the possibility that there is an undiscovered immunological component in the progression of the L/S diseases.																					WOS:A1994PN39500008	7863611	
J	Mackman, Richard L.; Sangi, Michael; Sperandio, David; Parrish, Jay P.; Eisenberg, Eugene; Perron, Michel; Hui, Hon; Zhang, Lijun; Siegel, Dustin; Yang, Hai; Saunders, Oliver; Boojamra, Constantine; Lee, Gary; Samuel, Dharmaraj; Babaoglu, Kerim; Carey, Anne; Gilbert, Brian E.; Piedra, Pedro A.; Strickley, Robert; Iwata, Quynh; Hayes, Jaclyn; Stray, Kirsten; Kinkade, April; Theodore, Dorothy; Jordan, Robert; Desai, Manoj; Cihlar, Tomas								Discovery of an Oral Respiratory Syncytial Virus (RSV) Fusion Inhibitor (GS-5806) and Clinical Proof of Concept in a Human RSV Challenge Study								JOURNAL OF MEDICINAL CHEMISTRY				58	4			1630	1643		10.1021/jm5017768				FEB 26 2015	2015	GS-5806 is a novel, orally bioavailable RSV fusion inhibitor discovered following a lead optimization campaign on a screening hit. The oral absorption properties were optimized by converting to the pyrazolo[1,5-a]-pyrimidine heterocycle, while potency, metabolic, and physicochemical properties were optimized by introducing the para-chloro and aminopyrrolidine groups. A mean EC50 = 0.43 nM was found toward a panel of 75 RSV A and B clinical isolates and dose-dependent antiviral efficacy in the cotton rat model of RSV infection. Oral bioavailability in preclinical species ranged from 46 to 100%, with evidence of efficient penetration into lung tissue. In healthy human volunteers experimentally infected with RSV, a potent antiviral effect was observed with a mean 4.2 log(10) reduction in peak viral load and a significant reduction in disease severity compared to placebo. In conclusion, a potent, once daily, oral RSV fusion inhibitor with the potential to treat RSV infection in infants and adults is reported.																					WOS:000351186700003	25574686	
J	Cavanagh, D								Coronaviruses in poultry and other birds								AVIAN PATHOLOGY				34	6			439	448		10.1080/03079450500367682				DEC 2005	2005	The number of avian species in which coronaviruses have been detected has doubled in the past couple of years. While the coronaviruses in these species have all been in coronavirus Group 3, as for the better known coronaviruses of the domestic fowl (infectious bronchitis virus [IBV], in Gallus gallus), turkey (Meleagris gallopavo) and pheasant (Phasianus colchicus), there is experimental evidence to suggest that birds are not limited to infection with Group 3 coronaviruses.In China coronaviruses have been isolated from peafowl (Pavo), guinea fowl (Numida meleagris; also isolated in Brazil), partridge (Alectoris) and also from a non-gallinaceous bird, the teal (Anas), all of which were being reared in the vicinity of domestic fowl. These viruses were closely related in genome organization and in gene sequences to IBV. Indeed, gene sequencing and experimental infection of chickens indicated that the peafowl isolate was the H120 IB vaccine strain, while the teal isolate was possibly a field strain of a nephropathogenic IBV. Thus the host range of IBV does extend beyond the chicken.Most recently, Group 3 coronaviruses have been detected in greylag goose (Anser anser), mallard duck (Anas platyrhynchos) and pigeon (Columbia livia). It is clear from the partial genome sequencing of these viruses that they are not IBV, as they have two additional small genes near the 3' end of the genome.Twenty years ago a coronavirus was isolated after inoculation of mice with tissue from the coastal shearwater (Puffinus puffinus). While it is not certain whether the virus was actually from the shearwater or from the mice, recent experiments have shown that bovine coronavirus (a Group 2 coronavirus) can infect and also cause enteric disease in turkeys.Experiments with some Group 1 coronaviruses (all from mammals, to date) have shown that they are not limited to replicating or causing disease in a single host. SARS-coronavirus has a wide host range. Clearly there is the potential for the emergence of new coronavirus diseases in domestic birds, from both avian and mammalian sources. Modest sequence conservation within gene 1 has enabled the design of oligonucleotide primers for use in diagnostic reverse transcriptase-polymerase chain reactions, which will be useful for the detection of new coronaviruses.																					WOS:000233853900001	16537157	
