PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BURCH, GE; CHU, KC; SOIKE, KF								COXSACKIEVIRUS-B4 INFECTION OF SYMPATHETIC-GANGLIA IN SQUIRREL-MONKEYS								ANGIOLOGY				36	1			23	26		10.1177/000331978503600104				1985	1985																						WOS:A1985ABF1200004	2992318	
J	Warren, Rachel; Domm, William; Yee, Min; Campbell, Andrew; Malone, Jane; Wright, Terry; Mayer-Proschel, Margot; O'Reilly, Michael A.								Ataxia-telangiectasia mutated is required for the development of protective immune memory after influenza A virus infection								AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY				317	5			L591	L601		10.1152/ajplung.00031.2019				NOV 2019	2019	Ataxia-telangiectasia (A-T), caused by mutations in the A-T mutated (ATM) gene, is a neurodegenerative disorder affecting similar to 1 in 40,000-100,000 children. Recurrent respiratory infections are a common and challenging comorbidity, often leading to the development of bronchiectasis in individuals with A-T. The role of ATM in development of immune memory in response to recurrent respiratory viral infections is not well understood. Here, we infect wild-type (WT) and Atm-null mice with influenza A virus (IAV; HKx31, H3N2) and interrogate the immune memory with secondary infections designed to challenge the B cell memory response with homologous infection (HKx31) and the T cell memory response with heterologous infection (PR8, H1N1). Although Atm-null mice survived primary and secondary infections, they lost more weight than WT mice during secondary infections. This enhanced morbidity to secondary infections was not attributed to failure to effectively clear virus during the primary IAV infection. Instead, Atm-null mice developed persistent peribronchial inflammation, characterized in part by clusters of B220(+) B cells. Additionally, levels of select serum antibodies to hemagglutinin-specific IAV were significantly lower in Atm-null than WT mice. These findings reveal that Atm is required to mount a proper memory response to a primary IAV infection, implying that vaccination of children with A-T by itself may not be sufficiently protective against respiratory viral infections.																					WOS:000497997200010	31509427	
J	Wasik, Brian R.; Voorhees, Ian E. H.; Barnard, Karen N.; Alford-Lawrence, Brynn K.; Weichert, Wendy S.; Hood, Grace; Nogales, Aitor; Martinez-Sobrido, Luis; Holmes, Edward C.; Parrish, Colin R.								Influenza Viruses in Mice: Deep Sequencing Analysis of Serial Passage and Effects of Sialic Acid Structural Variation								JOURNAL OF VIROLOGY				93	23					e01039-19	10.1128/JVI.01039-19				DEC 2019	2019	Influenza A viruses have regularly jumped to new host species to cause epidemics or pandemics, an evolutionary process that involves variation in the viral traits necessary to overcome host barriers and facilitate transmission. Mice are not a natural host for influenza virus but are frequently used as models in studies of pathogenesis, often after multiple passages to achieve higher viral titers that result in clinical disease such as weight loss or death. Here, we examine the processes of influenza A virus infection and evolution in mice by comparing single nucleotide variations of a human H1N1 pandemic virus, a seasonal H3N2 virus, and an H3N2 canine influenza virus during experimental passage. We also compared replication and sequence variation in wild-type mice expressing N-glycolylneuraminic acid (Neu5Gc) with those seen in mice expressing only N-acetylneuraminic acid (Neu5Ac). Viruses derived from plasmids were propagated in MDCK cells and then passaged in mice up to four times. Full-genome deep sequencing of the plasmids, cultured viruses, and viruses from mice at various passages revealed only small numbers of mutational changes. The H3N2 canine influenza virus showed increases in frequency of sporadic mutations in the PB2, PA, and NA segments. The H1N1 pandemic virus grew well in mice, and while it exhibited the maintenance of some minority mutations, there was no clear evidence for adaptive evolution. The H3N2 seasonal virus did not establish in the mice. Finally, there were no clear sequence differences associated with the presence or absence of Neu5Gc.IMPORTANCE Mice are commonly used as a model to study the growth and virulence of influenza A viruses in mammals but are not a natural host and have distinct sialic acid receptor profiles compared to humans. Using experimental infections with different subtypes of influenza A virus derived from different hosts, we found that evolution of influenza A virus in mice did not necessarily proceed through the linear accumulation of host-adaptive mutations, that there was variation in the patterns of mutations detected in each repetition, and that the mutation dynamics depended on the virus examined. In addition, variation in the viral receptor, sialic acid, did not affect influenza virus evolution in this model. Overall, our results show that while mice provide a useful animal model for influenza virus pathology, host passage evolution will vary depending on the specific virus tested.																					WOS:000496916400012	31511393	
J	Kerkvliet, Jason; Papke, Louisa; Rodriguez, Moses								Antiviral Effects of a Transgenic RNA-Dependent RNA Polymerase								JOURNAL OF VIROLOGY				85	1			621	625		10.1128/JVI.01626-10				JAN 2011	2011	Transgenic expression of the RNA-dependent RNA polymerase 3D(pol) inhibited infection of Theiler's murine encephalitis virus (TMEV), a picornavirus from which it was derived. Here, we infected 3D(pol) transgenic mice with another picornavirus, as well as an alphaherpesvirus and a rhabdovirus. 3D(pol) transgenic FVB mice had significantly lower viral loads and survived longer after infection with all three types of viruses than nontransgenic FVB mice. Viral inhibition among three different types of virus by transgenic 3D(pol) suggests that the mechanism of action is not the direct interference with picornaviral 3D(pol) but instead may be the changing of host cells to an antiviral state before or after viral infection occurs, as basal interferon levels were higher in 3D(pol) transgenic mice before infection. Further study of this mechanism may open new possibilities for future antiviral therapy.																					WOS:000285095800055	20962089	
J	DOWLER, KW; MCCORMICK, S; ARMSTRONG, JA; HSIUNG, GD								LYMPHOPROLIFERATIVE CHANGES INDUCED BY INFECTION WITH A LYMPHOTROPIC HERPESVIRUS OF GUINEA-PIGS								JOURNAL OF INFECTIOUS DISEASES				150	1			105	111		10.1093/infdis/150.1.105				1984	1984																						WOS:A1984TB44800017	6086766	
J	Schleiss, MR; Bourne, N; Bravo, FJ; Jensen, BJ; Bernstein, DI								Quantitative-competitive PCR monitoring of viral load following experimental guinea pig cytomegalovirus infection								JOURNAL OF VIROLOGICAL METHODS				108	1			103	110	PII S0166-0934(02)00265-3	10.1016/S0166-0934(02)00265-3				MAR 2003	2003	Human cytomegalovirus (HCMV) is the most common cause of congenital viral infection in the developed world, and can lead to significant morbidity. Animal models of HCMV infection are required for study of pathogenesis, because of the strict species-specificity of cytomegalovirus (CMV). Among the small animal CMV models, the guinea pig CMV (GPCMV) has unique advantages, in particular its propensity to cross the placenta, causing disease in utero. In order to develop quantitative endpoints for vaccine and antiviral therapeutic studies in the GPCMV model, a quantitative-competitive PCR (qcPCR) assay was developed, based on the GPCMV homolog of the HCMV UL83 gene, GP83. Optimal amplification of GPCMV DNA was observed using primers spanning a 248 base pair (bp) region of this gene. A 91 by deletion of this cloned fragment was generated for use as an internal standard (IS) for PCR amplification. Standard curves based upon the fluorescent intensity of full-length external target to IS were compared with signal intensity of DNA extracted from blood and organs of experimentally infected guinea pigs in order to quantify viral load. Viral load in newborn guinea pigs infected transplacentally was determined and compared with that of pups infected with GPCMV as neonates. Viral loads were highest in pups infected as neonates. The most consistent isolation and highest quantities of viral DNA were observed in liver and spleen, although viral genome could be readily identified in brain, lung, and salivary gland. Viral load determination should be useful for monitoring outcomes following vaccine studies, as well as responses to experimental antiviral agents. (C) 2002 Elsevier Science B.V. All rights reserved.																					WOS:000181093900013	12565160	
J	BEHYMER D E; FRYE F L; RIEMANN H P; FRANTI C E; ENRIGHT J B								OBSERVATIONS ON THE PATHOGENESIS OF RABIES EXPERIMENTAL INFECTION WITH A VIRUS OF COYOTE ORIGIN								Journal of Wildlife Diseases				10	3			197	203						1974	1974																						BCI:BCI197458061919	4844503	
J	Trautmann, Tanja; Kozik, Jan-Hendrik; Carambia, Antonella; Richter, Kirsten; Lischke, Timo; Schwinge, Dorothee; Mittruecker, Hans-Willi; Lohse, Ansgar W.; Oxenius, Annette; Wiegard, Christiane; Herkel, Johannes								CD4+T-Cell Help Is Required for Effective CD8+T Cell-Mediated Resolution of Acute Viral Hepatitis in Mice								PLOS ONE				9	1					e86348	10.1371/journal.pone.0086348				JAN 21 2014	2014	Cytotoxic CD8+ T cells are essential for the control of viral liver infections, such as those caused by HBV or HCV. It is not entirely clear whether CD4+ T-cell help is necessary for establishing anti-viral CD8+ T cell responses that successfully control liver infection. To address the role of CD4+ T cells in acute viral hepatitis, we infected mice with Lymphocytic Choriomeningitis Virus (LCMV) of the strain WE; LCMV-WE causes acute hepatitis in mice and is cleared from the liver by CD8+ T cells within about two weeks. The role of CD4+ T-cell help was studied in CD4+ T cell-lymphopenic mice, which were either induced by genetic deficiency of the major histocompatibility (MHC) class II transactivator (CIITA) in CIITA-/- mice, or by antibody-mediated CD4+ cell depletion. We found that CD4+ T cell-lymphopenic mice developed protracted viral liver infection, which seemed to be a consequence of reduced virus-specific CD8+ T-cell numbers in the liver. Moreover, the antiviral effector functions of the liver-infiltrating CD8+ T cells in response to stimulation with LCMV peptide, notably the IFN-gamma production and degranulation capacity were impaired in CIITA-/- mice. The impaired CD8+ T-cell function in CIITA-/- mice was not associated with increased expression of the exhaustion marker PD-1. Our findings indicate that CD4+ T-cell help is required to establish an effective antiviral CD8+ T-cell response in the liver during acute viral infection. Insufficient virus control and protracted viral hepatitis may be consequences of impaired initial CD4+ T-cell help.																					WOS:000330244500236	24466045	
J	Juozapaitis, Mindaugas; Serva, Andrius; Kucinskaite, Indre; Zvirbliene, Aurelija; Slibinskas, Rimantas; Staniulis, Juozas; Sasnauskas, Kestutis; Shiell, Brian J.; Bowden, Timothy R.; Michalski, Wojtek P.								Generation of menangle virus nucleocapsid-like particles in yeast Saccharomyces cerevisiae								JOURNAL OF BIOTECHNOLOGY				130	4			441	447		10.1016/j.jbiotec.2007.05.013				JUL 15 2007	2007	Menangle virus (MenV), which was isolated in Australia in 1997 during an outbreak of severe reproductive disease in pigs, is a novel member of the genus Rubulavirus in the family Paramyxoviridae. Although successfully eradicated from the affected piggery, fruit bats are considered to be the natural reservoir of the virus and therefore an ongoing risk of re-introduction to the pig population exists. Accordingly, reagents to facilitate serological surveillance are required to enhance the diagnostic capability for MenV, which is a newly recognized cause of disease in pigs with the potential to severely affect production in naive breeding herds. To address this need, recombinant MenV nucleocapsid (N) protein was expressed in the yeast Saccharomyces cerevisiae. Using the expression vector pFGG3 under control of the GAL7 promoter, high yields of recombinant MenV N protein were obtained. Electron microscopy demonstrated that purified recombinant N protein self-assembled into nucleocapsid-like particles which were identical in density and morphology, although not in length, to authentic nucleocapsids from virus-infected cells. Electron microscopy analysis also showed that yeast-expressed N protein which lacked the C-terminal tail (amino acid residues 400-519) formed significantly longer and denser nucleocapsid-like particles. Nucleocapsid-like particles derived from the full-length recombinant protein were stable and readily purified by CsCI gradient ultracentrifugation. When used as coating antigen in an indirect ELISA, the recombinant N protein reacted with sera derived from pigs experimentally infected with MenV and a simple serological assay to detect MenV-specific antibodies in pigs, fruit bats and humans could be designed on this basis.(c) 2007 Elsevier B.V. All rights reserved.																					WOS:000248693000014	17602774	
J	Sun, Hailiang; Wang, Ailan; Wang, Lixia; Wang, Bing; Tian, Geng; Yang, Jialiang; Liao, Ming								Systematic Tracing of Susceptible Animals to SARS-CoV-2 by a Bioinformatics Framework								FRONTIERS IN MICROBIOLOGY				13						781770	10.3389/fmicb.2022.781770				MAR 4 2022	2022	Since the outbreak of SARS-CoV-2 in 2019, the Chinese horseshoe bats were considered as a potential original host of SARS-CoV-2. In addition, cats, tigers, lions, mints, and ferrets were naturally or experimentally infected with SARS-CoV-2. For the surveillance and control of this highly infectious disease, it is critical to trace susceptible animals and predict the consequence of potential mutations at the binding region of viral spike protein and host ACE2 protein. This study proposed a novel bioinformatics framework to systematically trace susceptible animals to SARS-CoV-2 and predict the binding affinity between susceptible animals' mutated/un-mutated ACE2 receptors. As a result, we identified a few animals posing a potential risk of infection with SARS-CoV-2 using the docking analysis of ACE2 protein and viral spike protein. The binding affinity of some of these species is weaker than that of humans but more potent than that of Chinese horseshoe bats. We also found that a few point mutations in human ACE2 protein or viral spike protein could significantly enhance their binding affinity, posing an enormous potential threat to public health. The ancestors of the Omicron may evolve rapidly through the accumulation of mutations in infecting the host and jumped into human beings. These findings indicate that if the epidemic expands, there may be a human-animal-human transmission route, which will increase the difficulty of disease prevention and control.																					WOS:000772593300001	35308363	
J	Sommerstein, Rami; Flatz, Lukas; Remy, Melissa M.; Malinge, Pauline; Magistrelli, Giovanni; Fischer, Nicolas; Sahin, Mehmet; Bergthaler, Andreas; Igonet, Sebastien; ter Meulen, Jan; Rigo, Dorothee; Meda, Paolo; Rabah, Nadia; Coutard, Bruno; Bowden, Thomas A.; Lambert, Paul-Henri; Siegrist, Claire-Anne; Pinschewer, Daniel D.								Arenavirus Glycan Shield Promotes Neutralizing Antibody Evasion and Protracted Infection								PLOS PATHOGENS				11	11					e1005276	10.1371/journal.ppat.1005276				NOV 2015	2015	Arenaviruses such as Lassa virus (LASV) can cause severe hemorrhagic fever in humans. As a major impediment to vaccine development, delayed and weak neutralizing antibody (nAb) responses represent a unifying characteristic of both natural infection and all vaccine candidates tested to date. To investigate the mechanisms underlying arenavirus nAb evasion we engineered several arenavirus envelope-chimeric viruses and glycan-deficient variants thereof. We performed neutralization tests with sera from experimentally infected mice and from LASV-convalescent human patients. NAb response kinetics in mice correlated inversely with the N-linked glycan density in the arenavirus envelope protein's globular head. Additionally and most intriguingly, infection with fully glycosylated viruses elicited antibodies, which neutralized predominantly their glycan-deficient variants, both in mice and humans. Binding studies with monoclonal antibodies indicated that envelope glycans reduced nAb on-rate, occupancy and thereby counteracted virus neutralization. In infected mice, the envelope glycan shield promoted protracted viral infection by preventing its timely elimination by the ensuing antibody response. Thus, arenavirus envelope glycosylation impairs the protective efficacy rather than the induction of nAbs, and thereby prevents efficient antibody-mediated virus control. This immune evasion mechanism imposes limitations on antibody-based vaccination and convalescent serum therapy.																					WOS:000368332000032	26587982	
J	RUOSLAHTI, E; VAHERI, A; ESTOLA, T; SANDELIN, K								ANTIBODIES AGAINST AVIAN GS ANTIGEN IN CHICKENS INFECTED NATURALLY AND EXPERIMENTALLY WITH AVIAN RNA TUMOR-VIRUSES								INTERNATIONAL JOURNAL OF CANCER				11	3			595	603		10.1002/ijc.2910110311				1973	1973																						WOS:A1973P649400010	4133948	
J	Hurst, EW								The histology of equine encephalomyelitis								JOURNAL OF EXPERIMENTAL MEDICINE				59	5			529	U5		10.1084/jem.59.5.529				MAY 1934	1934																						WOS:000202268200001	19870264	
J	Gebhardt, BM; Varnell, ED; Kaufman, HE								Inhibition of cyclooxygenase 2 synthesis suppresses Herpes simplex virus type 1 reactivation								JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS				21	2			114	120		10.1089/jop.2005.21.114				APR 2005	2005	Recurrent herpes virus infection, in which the virus reactivates from the nervous system and causes painful lesions in peripheral tissues, is a significant clinical problem. Our recent studies showing that the amount of cyclooxygenase 2 (COX-2) in the trigeminal ganglia of heat-stressed untreated mice is higher than the amount in heat-stressed mice treated with the COX-2 inhibitor, celecoxib, have indicated that the prostaglandin synthesis pathway-and in particular COX-2-may be an intermediate in the pathway to herpes viral reactivation. To further study this process, we infected the corneas of mice using topical application to a lightly scratched epithelium and waited 30 days for Herpes simplex virus type 1 (HSV-1) latency to be established in the trigeminal ganglia. Prior to the induction of viral reactivation, the mice were treated orally with celecoxib. Treated and untreated mice were induced to undergo reactivation by immersion in 43 C water for 10 min. The shedding of virus at the ocular surface was determined by culturing ocular swabs with indicator cells. The presence of infectious virus in the trigeminal ganglion was evaluated by incubating ganglion homogenates with indicator cells and observing for cytopathic effect. Celecoxib treatment significantly suppressed viral reactivation when given prophylactically by the gastrointestinal route. The numbers of corneas and ganglia containing infectious virus were significantly lower in the celecoxib-treated animals, compared to the placebo-treated mice. These experiments demonstrate that a selective COX-2 inhibitor can suppress hyperthermic stress-induced herpes viral reactivation in the nervous system. It may be possible to use COX-2 inhibitors to prevent viral reactivation in high-risk patients by drug prophylaxis.																					WOS:000228731300003	15857277	
J	Oldstone, M. B. A.; Tishon, A.; Tonietti, G.; Dixon, F. J.								Immune complex disease associated with spontaneous murine leukemia: incidence and pathogenesis of glomerulonephritis.								Clinical Immunology and Immunopathology				1	1			6	14		10.1016/0090-1229(72)90003-7				1972	1972	Glomerulonephritis accompanied a large proportion of murine leucaemia virus infections. AKR mice, which spontaneously developed leucaemia after natural infection by Gross murine leucaemia virus showed progressive manifestations of immune complex glomerulonephritis. Hence, by 9 months of age, 68% of these mice had histological evidence of nephritis, while 89% had granular deposits of viral antigen, host immunoglobulin, and complement in their glomeruli. Subepithelial and subendothelial deposits were seen by electron microscopy. Similarly, nearly all mice of strains ordinarily not subject to renal disease developed immune complex glomerulonephritis after experimental infection with Rauscher leucaemia virus.																					CABI:19732205279		
J	BROWN, P; MOREAUDUBOIS, MC; GAJDUSEK, DC								PERSISTENT ASYMPTOMATIC INFECTION OF THE LABORATORY MOUSE BY SIMIAN FOAMY VIRUS TYPE-6 - A NEW MODEL OF RETROVIRUS LATENCY								ARCHIVES OF VIROLOGY				71	3			229	234		10.1007/BF01314874				1982	1982																						WOS:A1982NK54100005	6285859	
J	Covell, WP								The occurrence of intranuclear inclusions in monkeys unaccompanied by specific signs of disease								AMERICAN JOURNAL OF PATHOLOGY				8	2			151	U21						MAR 1932	1932																						WOS:000201631500003	19970006	
J	GONZALEZ, PH; PONZINIBBIO, C; LAGUENS, RP								EFFECT OF POLYMORPHONUCLEAR DEPLETION ON EXPERIMENTAL ARGENTINE HEMORRHAGIC-FEVER IN GUINEA-PIGS								JOURNAL OF MEDICAL VIROLOGY				22	3			289	297		10.1002/jmv.1890220313				JUL 1987	1987																						WOS:A1987H925100012	3040897	
J	Saeedinia, Alireza; Shamsara, Mehdi; Zeinoddini, Mehdi; Sadeghi, Vahid; Maghsoudi, Nader								Evaluation of nucleic acid sequence based amplification (NASBA) and Reverse Transcription Polymerase Chain Reaction for detection of coxsackievirus B3 in cell culture and animal tissue samples								Iranian Journal of Biotechnology				6	4			222	228						OCT 2008	2008	Enteroviruses are the causative agents of a number of diseases in humans. Group B coxsackieviruses are believed to be the most common viral agents responsible for human heart disease. Genomic data of enteroviruses has allowed developing new molecular approaches such as Nucleic Acid Sequence Based Amplification (NASBA) for detection of such viruses. In this study, coxsackievirus B3 (CVB3) was detected in virus-infected cell culture and specimens of artificially infected mice with specific primers using Reverse Transcription - Polymerase Chain Reaction (RT-PCR) and NASBA techniques. According to the results, both techniques could be used for the detection of viruses in cell culture and artificially infected animals. NASBA reaction was simpler to perform than RT-PCR. The only variable factor that had to be optimized with NASBA is KCl concentration. The optimal concentration of KCI was determined as 90 mM. Serial dilutions of 1 mu g of total RNA showed that both RT-PCR and NASBA could detect the virus at 10(-5) dilution. Analyses of heart and spleen samples from infected animals were positive for presence of Coxsackievirus B3 with both RT-PCR and NASBA. In conclusion, NASBA offers some advantages over RT-PCR and is a suitable alternative technique for the sensitive detection of CVB3 in contaminated samples.																					BCI:BCI200900183375		
J	Rehfeld, Izabelle Silva; Maldonado Coelho Guedes, Maria Isabel; Soares Fraiha, Ana Luiza; Costa, Aristoteles Gomes; Diniz Matos, Ana Carolina; Lino Fluza, Aparecida Tatiane; Portela Lobato, Zelia Ines								Vaccinia virus Transmission through Experimentally Contaminated Milk Using a Murine Model								PLOS ONE				10	5					e0127350	10.1371/journal.pone.0127350				MAY 22 2015	2015	Bovine vaccinia (BV) is a zoonosis caused by Vaccinia virus (VACV), which affects dairy cattle and humans. Previous studies have detected the presence of viable virus particles in bovine milk samples naturally and experimentally contaminated with VACV. However, it is not known whether milk contaminated with VACV could be a route of viral transmission. However, anti-Orthopoxvirus antibodies were detected in humans from BV endemic areas, whom had no contact with affected cows, which suggest that other VACV transmission routes are possible, such as consumption of contaminated milk and dairy products. Therefore, it is important to study the possibility of VACV transmission by contaminated milk. This study aimed to examine VACV transmission, pathogenesis and shedding in mice orally inoculated with experimentally contaminated milk. Thirty mice were orally inoculated with milk containing 10(7) PFU/ml of VACV, and ten mice were orally inoculated with uncontaminated milk. Clinical examinations were performed for 30 consecutive days, and fecal samples and oral swabs (OSs) were collected every other day. Mice were euthanized on predetermined days, and tissue and blood samples were collected. Nested-PCR, plaque reduction neutralization test (PRNT), viral isolation, histopathology, and immunohistochemistry (IHC) methods were performed on the collected samples. No clinical changes were observed in the animals. Viral DNA was detected in feces, blood, OSs and tissues, at least in one of the times tested. The lungs displayed moderate to severe interstitial lymphohistiocytic infiltrates, and only the heart, tonsils, tongue, and stomach did not show immunostaining at the IHC analysis. Neutralizing antibodies were detected at the 20th and 30th days post infection in 50% of infected mice. The results revealed that VACV contaminated milk could be a route of viral transmission in mice experimentally infected, showing systemic distribution and shedding through feces and oral mucosa, albeit without exhibiting any clinical signs.																					WOS:000354931700053	26000966	
J	Smith, Candice A.; Kulkarni, Upasana; Chen, Judy; Goldstein, Daniel R.								Influenza virus inoculum volume is critical to elucidate age-dependent mortality in mice								AGING CELL				18	2					e12893	10.1111/acel.12893				APR 2019	2019	The elderly exhibit increased mortality to influenza viral infection for unclear reasons. Mice are frequently used to model how aging impacts disease. Several studies have shown that aged mice exhibit an increased mortality to influenza virus, but two recent studies demonstrated the opposite. These two studies administered the virus intranasally in 20 mu L, whereas the other studies used a viral inoculum in at least 30 mu L. To determine whether the volume of the inoculum could explain the conflicting reports, we infected young and aged mice via intranasal instillation of 40 mu L or 20 mu L containing 1 x 10(4) plaque-forming units (PFU) of H1N1 influenza virus. We found that intranasal administration of 40 mu L but not 20 mu L of inoculum resulted in age-dependent mortality in mice. Compared to aged mice infected with 40 mu L inoculum, those infected with 20 mu L inoculum showed reduced levels of live virus and IFN-beta in the lung 3 days postinfection. Furthermore, aged mice administered 40 mu L of Evans blue intranasally displayed increased dye retention in their bronchoalveolar lavage fluid compared to those administered 20 mu L of Evans blue. Our data demonstrate that the inoculating volume of virus is critical for adequate delivery of influenza virus to the lung and thus for efficient infection of aged mice. These findings shed light on discrepant results in the literature regarding aged mice and influenza infection, and establish that mice can be used to examine how aging impacts the response to this biomedically important infection.																					WOS:000460963500001	30632262	
J	MARENNIKOVA, SS								FIELD AND EXPERIMENTAL STUDIES OF POXVIRUS INFECTIONS IN RODENTS								BULLETIN OF THE WORLD HEALTH ORGANIZATION				57	3			461	464						1979	1979																						WOS:A1979HF41000010	225049	
J	Labuda, M; Kozuch, O; Zuffova, E; Eleckova, E; Hails, RS; Nuttall, PA								Tick-borne encephalitis virus transmission between ticks cofeeding on specific immune natural rodent hosts								VIROLOGY				235	1			138	143		10.1006/viro.1997.8622				AUG 18 1997	1997	To determine whether the portion of a vertebrate host population having specific immunity to tick-borne encephalitis (TEE) virus can participate in the TEE virus transmission cycle, natural hosts immunized against TEE virus were challenged with infected and uninfected ticks. Yellow-necked field mice (Apodemus flavicollis) and bank voles (Clethrionomys glareolus) were either immunized with TEE virus by subcutaneous inoculation of the virus, or they were exposed to virus-infected Ixodes ricinus ticks. One month later, when serum neutralizing antibody was detectable, the animals were infested with infected (donor) adult female ticks and uninfected (recipient) nymphal ticks; recipients were allowed to feed either in close contact (chamber 1) or physically separated (chamber 2) from the infected donor ticks. Following challenge with infected (and uninfected) ticks, viremia developed in all the control, nonimmune animals, whereas viremia was undetectable in all those animals naturally immunized by previous exposure to infected ticks. Despite the presence of neutralizing antibodies in all the immunized animals, 89% (24/27) immune animals supported virus transmission between infected and uninfected cofeeding ticks. Most transmission was localized, occurring within chamber 1; disseminated transmission from chamber 1 to chamber 2 was reduced. Immunization by tick bite was more Effective than immunization by syringe inoculation in blocking cofeeding virus transmission Nevertheless 75% (9/12) animals with ''natural'' immunity still supported transmission. The results demonstrate that natural hosts having neutralizing antibodies to TEE virus (and no detectable viremia) can still support virus transmission between infected and uninfected ticks feeding closely together on the same animal. These observations have important epidemiological implications relating to the survival of TEE virus in Nature. (C) 1997 Academic Press.																					WOS:A1997XT89500014	9300045	
J	TOLLIS, M; BUONAVOGLIA, C; DITRANI, L; VIGNOLO, E								SENSITIVITY OF DIFFERENT CELL-LINES FOR RABIES VIRUS ISOLATION								JOURNAL OF VETERINARY MEDICINE SERIES B-ZENTRALBLATT FUR VETERINARMEDIZIN REIHE B-INFECTIOUS DISEASES AND VETERINARY PUBLIC HEALTH				35	7			504	508		10.1111/j.1439-0450.1988.tb00524.x				AUG 1988	1988																						WOS:A1988Q067600003	3188725	
J	MELLO, IGC; VASSAO, RC; PEREIRA, CA								VIRUS SPECIFICITY OF THE ANTIVIRAL STATE INDUCED BY IFN-GAMMA CORRELATES WITH RESISTANCE TO MHV-3 INFECTION								ARCHIVES OF VIROLOGY				132	3-4			281	289		10.1007/BF01309539				1993	1993	A comparative study was carried out to investigate the correlation between the antiviral effect induced in macrophages by IFN gamma and the resistance of A/J and BALB/c mice to an experimental infection of MHV 3, MHV 4, and MHVA 59. Both mouse strains were resistant to intraperitoneal infection with MHV 4 or MHVA 59 and only the A/J mice showed resistance to MHV 3, the, BALB/c mice being fully susceptible to this virus infection. Comparable growth kinetics, for all three viruses, were observed in both mouse strains, except for the MHV 3 growth in BALB/c mice, where the virus titre increased to a peak on day 2, remaining high until day 4 when the mice died of acute hepatitis. The IFN gamma titres in the peritoneum of mice preceded and correlated with the virus growth, higher titres being found in MHV 3 infected BALB/c mice. The highest titre was always observed 24 to 48 h after infection. Among viral strains grown in cultured macrophages, higher titres were always observed in cultures infected with MHVA 59, followed by MHV 3 and the lowest those infected with MHV 4. The macrophage activation by IFN gamma-induced a partial restriction of virus growth only in MHV 3 infected A/J mouse macrophages. A virus specificity of the IFN gamma-induced antiviral state was shown to be in direct correlation with the resistance of mice to MHV 3 infection.																					WOS:A1993LV75700005	7691047	
J	Seong, Giyong; Oem, Jae-Ku; Lee, Kyung-Hyun; Choi, Kyoung-Seong								Experimental infection of mice with bovine viral diarrhea virus								ARCHIVES OF VIROLOGY				160	6			1565	1571		10.1007/s00705-015-2412-4				JUN 2015	2015	The objective of this study was to test the ability of bovine viral diarrhea virus (BVDV) to infect mice. Two mice each were either mock infected or inoculated with one of three BVDV strains by the intraperitoneal (IP) (n = 8) or intranasal (IN) (n = 8) route. All mice were euthanized at day 7 postinfection (p.i.). None of the infected mice exhibited any clinical signs of illness; however, the tissues harvested after BVDV challenge showed significant histopathological changes. Blood samples from five mice that were injected IP and one mouse that was inoculated IN were positive for BVDV by reverse transcription polymerase chain reaction (RT-PCR). Immunohistochemistry (IHC) was used to assess the presence of viral antigen in the organs of mice infected with three BVDV strains. In IP-injected mice, BVDV antigen was detected in the spleen (5/6), mesenteric lymph nodes (4/6), lymphatic tissue of the lung (3/6), lung (1/6), and stomach (1/6) of the infected mice; however, it was not detected in the liver (0/6) or kidney (0/6). In IN-inoculated mice, BVDV antigen was detected in the lung and mesenteric lymph nodes of one BVDV-infected mouse but was not detected in other tissues. The results of this study suggest that the spleen is the most reliable tissue for BVDV antigen detection using IHC in the IP-injected group. Our study demonstrates that mice can be infected by BVDV. This is the first report of BVDV infection in mice.																					WOS:000354388500021	25850760	
J	Cespedes, Pablo F.; Palavecino, Christian E.; Kalergis, Alexis M.; Bueno, Susan M.								Modulation of Host Immunity by the Human Metapneumovirus								CLINICAL MICROBIOLOGY REVIEWS				29	4			795	818		10.1128/CMR.00081-15				OCT 2016	2016	Globally, as a leading agent of acute respiratory tract infections in children < 5 years of age and the elderly, the human metapneumovirus (HMPV) has gained considerable attention. As inferred from studies comparing vaccinated and experimentally infected mice, the acquired immune response elicited by this pathogen fails to efficiently clear the virus from the airways, which leads to an exaggerated inflammatory response and lung damage. Furthermore, after disease resolution, there is a poor development of T and B cell immunological memory, which is believed to promote reinfections and viral spread in the community. In this article, we discuss the molecular mechanisms that shape the interactions of HMPV with host tissues that lead to pulmonary pathology and to the development of adaptive immunity that fails to protect against natural infections by this virus.																					WOS:000389901000005	27413096	
