PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Marston, Denise A.; Ellis, Richard J.; Horton, Daniel L.; Kuzmin, Ivan V.; Wise, Emma L.; McElhinney, Lorraine M.; Banyard, Ashley C.; Ngeleja, Chanasa; Keyyu, Julius; Cleaveland, Sarah; Lembo, Tiziana; Rupprecht, Charles E.; Fooks, Anthony R.								Complete Genome Sequence of Ikoma Lyssavirus								JOURNAL OF VIROLOGY				86	18			10242	10243		10.1128/JVI.01628-12				SEP 2012	2012	Lyssaviruses (family Rhabdoviridae) constitute one of the most important groups of viral zoonoses globally. All lyssaviruses cause the disease rabies, an acute progressive encephalitis for which, once symptoms occur, there is no effective cure. Currently available vaccines are highly protective against the predominantly circulating lyssavirus species. Using next-generation sequencing technologies, we have obtained the whole-genome sequence for a novel lyssavirus, Ikoma lyssavirus (IKOV), isolated from an African civet in Tanzania displaying clinical signs of rabies. Genetically, this virus is the most divergent within the genus Lyssavirus. Characterization of the genome will help to improve our understanding of lyssavirus diversity and enable investigation into vaccine-induced immunity and protection.																					WOS:000308337500076	22923801	
J	Schaefer, Hubert; Burger, Reinhard								Tools for cellular immunology and vaccine research the in the guinea pig: Monoclonal antibodies to cell surface antigens and cell lines								VACCINE				30	40			5804	5811		10.1016/j.vaccine.2012.07.012				AUG 31 2012	2012	The use of monoclonal antibodies directed against membrane proteins of leukocytes has greatly contributed to our understanding of the function and development of the immune system. Meanwhile these reagents provide valuable tools in many fields of research, stretching far beyond immunology and hematology. For guinea pigs only a limited number of such reagents have been described, and the information about availability and specificity is scattered over many years and journals. We provide an overview on the monoclonal antibodies produced since the technique was applied first in this species, with a focus on those reagents which have been characterized in more detail, and which should still be available either commercially or directly from the labs that created them. 2012 Elsevier Ltd. All rights reserved.																					WOS:000308449800002	22819989	
J	Xiang, Jinhua; McLinden, James H.; Kaufman, Thomas M.; Mohr, Emma L.; Bhattarai, Nirjal; Chang, Qing; Stapleton, Jack T.								Characterization of a peptide domain within the GB virus C envelope glycoprotein (E2) that inhibits HIV replication								VIROLOGY				430	1			53	62		10.1016/j.virol.2012.04.019				AUG 15 2012	2012	GB virus C (GBV-C) infection is associated with prolonged survival in HIV-infected cohorts, and GBV-C E2 protein inhibits HIV entry when added to CD4+ T cells. To further characterize E2 effects on HIV replication, stably transfected Jurkat cell lines expressing GBV-C E2 or control sequences were infected with HIV and replication was measured. HIV replication (all 6 isolates studied) was inhibited in all cell lines expressing a region of 17 amino acids of GBV-C E2, but not in cell lines expressing E2 without this region. In contrast, mumps and yellow fever virus replication was not inhibited by E2 protein expression. Synthetic GBV-C E2 17mer peptides did not inhibit HIV replication unless they were fused to a tat-protein-transduction-domain (TAT) for cellular uptake. These data identify the region of CBV-C E2 protein involved in HIV inhibition, and suggest that this GBV-C E2 peptide must gain entry into the cell to inhibit HIV. Published by Elsevier Inc.																					WOS:000305381000006	22608061	
J	Gilbert, Amy T.; Petersen, Brett W.; Recuenco, Sergio; Niezgoda, Michael; Gomez, Jorge; Alberto Laguna-Torres, V.; Rupprecht, Charles								Evidence of Rabies Virus Exposure among Humans in the Peruvian Amazon								AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE				87	2			206	215		10.4269/ajtmh.2012.11-0689				AUG 2012	2012	In May of 2010, two communities (Truenococha and Santa Marta) reported to be at risk of vampire bat depredation were surveyed in the Province Datem del Maranon in the Loreto Department of Peril. Risk factors for bat exposure included age less than or equal to 25 years and owning animals that had been bitten by bats. Rabies virus neutralizing antibodies (rVNAs) were detected in 11% (7 of 63) of human sera tested. Rabies virus ribonucleoprotein (RNP) immunoglobulin G (IgG) antibodies were detected in the sera of three individuals, two of whom were also seropositive for rVNA. Rabies virus RNP IgM antibodies were detected in one respondent with no evidence of rVNA or RNP IgG antibodies. Because one respondent with positive rVNA results reported prior vaccination and 86% (six of seven) of rVNA-positive respondents reported being bitten by bats, these data suggest nonfatal exposure of persons to rabies virus, which is likely associated with vampire bat depredation.																					WOS:000307204900006	22855749	
J	Parera, Mariona; Martrus, Gloria; Franco, Sandra; Clotet, Bonaventura; Angel Martinez, Miguel								Canine Hepacivirus NS3 Serine Protease Can Cleave the Human Adaptor Proteins MAVS and TRIF								PLOS ONE				7	8					e42481	10.1371/journal.pone.0042481				AUG 1 2012	2012	Canine hepacivirus (CHV) was recently identified in domestic dogs and horses. The finding that CHV is genetically the virus most closely related to hepatitis C virus (HCV) has raised the question of whether HCV might have evolved as the result of close contact between dogs and/or horses and humans. The aim of this study was to investigate whether the NS3/4A serine protease of CHV specifically cleaves human mitochondrial antiviral signaling protein (MAVS) and Toll-IL-1 receptor domain-containing adaptor inducing interferon-beta (TRIF). The proteolytic activity of CHV NS3/4A was evaluated using a bacteriophage lambda genetic screen. Human MAVS- and TRIF-specific cleavage sites were engineered into the lambda cI repressor. Upon infection of Escherichia coli cells coexpressing these repressors and a CHV NS3/4A construct, lambda phage replicated up to 2000-fold more efficiently than in cells expressing a CHV protease variant carrying the inactivating substitution S139A. Comparable results were obtained when several HCV NS3/4A constructs of genotype 1b were assayed. This indicates that CHV can disrupt the human innate antiviral defense signaling pathway and suggests a possible evolutionary relationship between CHV and HCV.																					WOS:000307212800095	22870331	
J	Rockx, Barry; Winegar, Richard; Freiberg, Alexander N.								Recent progress in henipavirus research: Molecular biology, genetic diversity, animal models								ANTIVIRAL RESEARCH				95	2			135	149		10.1016/j.antiviral.2012.05.008				AUG 2012	2012	Nipah and Hendra virus are members of a newly identified genus of emerging paramyxoviruses, the henipaviruses. Both viruses have the ability to cause severe pulmonary infection and severe acute encephalitis. Following their discovery in the 1990s, outbreaks caused by these zoonotic paramyxoviruses have been associated with high public health and especially economic threat potential. Currently, only geographic groupings in Asia and Australia have been described for the henipaviruses. However, while few viral isolates are available and more detailed characterization is necessary, there has been recent evidence that divergent henipaviruses might be present on the African continent. This review endeavours to capture recent advances in the field of henipavirus research, with a focus on genome structure and replication mechanisms, reservoir hosts, genetic diversity, pathogenesis and animal models. (c) 2012 Elsevier B.V. All rights reserved.																					WOS:000306889500009	22643730	
J	Burbelo, Peter D.; Dubovi, Edward J.; Simmonds, Peter; Medina, Jan L.; Henriquez, Jose A.; Mishra, Nischay; Wagner, Jason; Tokarz, Rafal; Cullen, John M.; Ladarola, Michael J.; Rice, Charles M.; Lipkin, W. Ian; Kapoor, Amit								Serology-Enabled Discovery of Genetically Diverse Hepaciviruses in a New Host								JOURNAL OF VIROLOGY				86	11			6171	6178		10.1128/JVI.00250-12				JUN 2012	2012	Genetic and biological characterization of new hepaciviruses infecting animals contributes to our understanding of the ultimate origins of hepatitis C virus (HCV) infection in humans and dramatically enhances our ability to study its pathogenesis using tractable animal models. Animal homologs of HCV include a recently discovered canine hepacivirus (CHV) and GB virus B (GBV-B), both viruses with largely undetermined natural host ranges. Here we used a versatile serology-based approach to determine the natural host of the only known nonprimate hepacivirus (NPHV), CHV, which is also the closest phylogenetic relative of HCV. Recombinant protein expressed from the helicase domain of CHV NS3 was used as antigen in the luciferase immunoprecipitation system (LIPS) assay to screen several nonprimate animal species. Thirty-six samples from 103 horses were immunoreactive, and viral genomic RNA was present in 8 of the 36 seropositive animals and none of the seronegative animals. Complete genome sequences of these 8 genetically diverse NPHVs showed 14% (range, 6.4% to 17.2%) nucleotide sequence divergence, with most changes occurring at synonymous sites. RNA secondary structure prediction of the 383-base 5' untranslated region of NPHV was refined and extended through mapping of polymorphic sites to unpaired regions or (semi)covariant pairings. Similar approaches were adopted to delineate extensive RNA secondary structures in the coding region of the genome, predicted to form 27 regularly spaced, thermodynamically stable stem-loops. Together, these findings suggest a promising new nonprimate animal model and provide a database that will aid creation of functional NPHV cDNA clones and other novel tools for hepacivirus studies.																					WOS:000304229300018	22491452	
J	Carvalho-Costa, F. A.; Tedesqui, V. L.; Nascimento Monteiro, M. de Jesus; Boia, M. N.								Outbreaks of Attacks by Hematophagous Bats in Isolated Riverine Communities in the Brazilian Amazon: A Challenge to Rabies Control								ZOONOSES AND PUBLIC HEALTH				59	4			272	277		10.1111/j.1863-2378.2011.01444.x				JUN 2012	2012	Human rabies has re-emerged in Latin America due to bat associated transmission. We present data related to attacks by hematophagous bats in three riverine communities in the Rio Negro basin, Brazilian Amazon. A cross-sectional survey was carried out to obtain demographic and epidemiological data through interviews with 201 inhabitants. A total of 721 bat attacks with bites took place from 2004 to 2006, 238 (33%) reported by residents in Campinas do Rio Preto, 329 (46%) in Aguas Vivas and 154 (21%) in the community of Malalaha. Incidence density among surveyed inhabitants was 84 attacks/100 persons-years in Campinas do Rio Preto, 249 attacks/100 persons-years in Aguas Vivas and 81 attacks/100 persons-years in Malalaha. The proportion of surveyed inhabitants bled by bats at least once was 67% (63/94) in Campinas do Rio Preto, 96% (42/44) in Aguas Vivas and 62% (39/63) in Malalaha. Among subjects bled by bats, the average number of bites was 4.6 +/- 4.2 standard deviations (SD) in Campinas do Rio Preto, 8 +/- 6 SD in Aguas Vivas and 4.1 +/- 3.9 SD in Malalaha. Regarding houses, 67% (26/39) had animals in the peridomestic environment (chickens and/or dogs) and all were vulnerable to bats due to gaps in the walls and/or in the windows and doors. In 13 dwellings, rudimentary protection against bats through the fixation of fishing nets and/or straw nets to the windows and other openings was observed. Among dwellers reporting attacks, 48% (68/144) received the full post-exposure anti-rabies vaccination protocol with five doses of diploid human cell vaccine, 28% (39/144) received an incomplete schedule (14 doses), and 26% (37/144) did not receive any dose. No cases of rabies were reported during the study; however, regular pre-exposure vaccination in the studied populations must be considered.																					WOS:000303323200007	22171969	
J	Kuzmin, Ivan V.; Shi, Mang; Orciari, Lillian A.; Yager, Pamela A.; Velasco-Villa, Andres; Kuzmina, Natalia A.; Streicker, Daniel G.; Bergman, David L.; Rupprecht, Charles E.								Molecular Inferences Suggest Multiple Host Shifts of Rabies Viruses from Bats to Mesocarnivores in Arizona during 2001-2009								PLOS PATHOGENS				8	6					e1002786	10.1371/journal.ppat.1002786				JUN 2012	2012	In nature, rabies virus (RABV; genus Lyssavirus, family Rhabdoviridae) represents an assemblage of phylogenetic lineages, associated with specific mammalian host species. Although it is generally accepted that RABV evolved originally in bats and further shifted to carnivores, mechanisms of such host shifts are poorly understood, and examples are rarely present in surveillance data. Outbreaks in carnivores caused by a RABV variant, associated with big brown bats, occurred repeatedly during 2001-2009 in the Flagstaff area of Arizona. After each outbreak, extensive control campaigns were undertaken, with no reports of further rabies cases in carnivores for the next several years. However, questions remained whether all outbreaks were caused by a single introduction and further perpetuation of bat RABV in carnivore populations, or each outbreak was caused by an independent introduction of a bat virus. Another question of concern was related to adaptive changes in the RABV genome associated with host shifts. To address these questions, we sequenced and analyzed 66 complete and 20 nearly complete RABV genomes, including those from the Flagstaff area and other similar outbreaks in carnivores, caused by bat RABVs, and representatives of the major RABV lineages circulating in North America and worldwide. Phylogenetic analysis demonstrated that each Flagstaff outbreak was caused by an independent introduction of bat RABV into populations of carnivores. Positive selection analysis confirmed the absence of post-shift changes in RABV genes. In contrast, convergent evolution analysis demonstrated several amino acids in the N, P, G and L proteins, which might be significant for pre-adaptation of bat viruses to cause effective infection in carnivores. The substitution S/T-242 in the viral glycoprotein is of particular merit, as a similar substitution was suggested for pathogenicity of Nishigahara RABV strain. Roles of the amino acid changes, detected in our study, require additional investigations, using reverse genetics and other approaches.																					WOS:000305987800049	22737076	
J	Ligabue-Braun, Rodrigo; Verli, Hugo; Carlini, Celia Regina								Venomous mammals: A review								TOXICON				59	7-8			680	695		10.1016/j.toxicon.2012.02.012				JUN 1 2012	2012	The occurrence of venom in mammals has long been considered of minor importance, but recent fossil discoveries and advances in experimental techniques have cast new light into this subject. Mammalian venoms form a heterogeneous group having different compositions and modes of action and are present in three classes of mammals, Insectivora, Monotremata, and Chiroptera. A fourth order, Primates, is proposed to have venomous representatives. In this review we highlight recent advances in the field while summarizing biochemical characteristics of these secretions and their effects upon humans and other animals. Historical aspects of venom discovery and evolutionary hypothesis regarding their origin are also discussed. (C) 2012 Elsevier Ltd. All rights reserved.																					WOS:000304073900003	22410495	
J	Marsh, Glenn A.; Wang, Lin-Fa								Hendra and Nipah viruses: why are they so deadly?								CURRENT OPINION IN VIROLOGY				2	3			242	247		10.1016/j.coviro.2012.03.006				JUN 2012	2012	Henipavirus, including Hendra and Nipah viruses, is a group of emerging bat-borne paramyxoviruses which were responsible for severe disease outbreaks in humans, horses and pigs. The mortality rate of human infection varies between 50 and 100%, making them one of the most deadly viruses known to infect humans. Its use of highly conserved cell surface molecules (ephrin) as entry receptors and its highly effective replication and fusion strategies are believed to be important characteristics responsible for its high pathogenicity. Henipavirus also encodes multiple accessory proteins which play a key role in evasion of host innate immune responses. Our recent study on the mechanism of IFN antagonism by henipaviruses indicated that a better understanding of the virus-host interaction provides great potential to develop new therapeutic strategies against these viruses.																					WOS:000312112800004	22483665	
J	Freuling, Conrad M.; Hoffmann, Bernd; Selhorst, Thomas; Conraths, Franz J.; Kliemt, Jeanette; Schatz, Juliane; Mueller, Thomas								New insights into the genetics of EBLV-1 from Germany								BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT				125	5-6			259	263		10.2376/0005-9366-125-259				MAY-JUN 2012	2012	Previous epidemiological studies on EBLVs indicated a distinct geographical distribution of EBLV-1 in Germany. In this study, 48 isolates were selected to further investigate the spatial and temporal distribution of EBLV-1 variants in Germany. The nucleoprotein-gene (N), the nucleoprotein-phosphoprotein spanning untranslated region (NP-UTR) and the UTR between G- and L-gene of each isolate were sequenced using direct cycle sequencing. Results of the subsequent phylogenetic analysis of the N-gene confirmed previous studies on EBLVs, showing a high sequence identity among German EBLV-1a isolates, and a correlation between genetic and temporal and spatial distance, respectively, was shown. Our results indicate that the GL-UTR is not suitable for phylogenetic analyses.Interestingly, 6 nt insertions in two isolates as well as a single nucleotide insertion in a different isolate were detected in the N-P UTR. Within the UTR between G- and L-gene one isolate showed a 35 nt deletion. The effect of those changes on viral properties remains elusive as such mutations have not been described for lyssaviruses before.																					WOS:000304130900013	22712425	
J	Schwarze-Zander, Carolynne; Blackard, Jason T.; Rockstroh, Juergen K.								Role of GB virus C in modulating HIV disease								EXPERT REVIEW OF ANTI-INFECTIVE THERAPY				10	5			563	572		10.1586/ERI.12.37				MAY 2012	2012	GB virus C (GBV-C) is a member of the Flaviviridae family and the most closely related human virus to HCV. However, GBV-C does not replicate in hepatocytes, but rather in lymphocytes. GBV-C has a worldwide distribution and is transmitted sexually, parenterally and through mother-to-child transmission. Thus, co-infection with HCV and HIV is common. Until now, no human disease has been associated with GBV-C infection. However, there are several reports of a beneficial effect of GBV-C on HIV disease progression in vivo. Different mechanisms to explain these observations have been proposed, including modification of antiviral cytokine production, HIV co-receptor expression, direct inhibition of HIV-1 entry, T-cell activation and Fas-mediated apoptosis. Further understanding of these mechanisms may open new strategies for the treatment of HIV/AIDS.																					WOS:000306354000012	22702320	
J	Broder, Christopher C.								Henipavirus outbreaks to antivirals: the current status of potential therapeutics								CURRENT OPINION IN VIROLOGY				2	2			176	187		10.1016/j.coviro.2012.02.016				APR 2012	2012	The henipaviruses, Hendra virus and Nipah virus, are classic examples of recently emerged viral zoonoses. In a relatively short time since their discoveries in the mid and late 1990s, respectively, a great deal of new information has been accumulated detailing their biology and certain unique characteristics. Their broad species tropism and abilities to cause severe and often fatal respiratory and/or neurologic disease in both animals and humans has sparked considerable interest in developing effective antiviral strategies to prevent or treat henipavirus infection and disease. Here, recent findings on the few most advanced henipavirus countermeasures are summarized and discussed.																					WOS:000312112700011	22482714	
J	Bhattarai, Nirjal; Stapleton, Jack T.								GB virus C: the good boy virus?								TRENDS IN MICROBIOLOGY				20	3			124	130		10.1016/j.tim.2012.01.004				MAR 2012	2012	GB virus C (GBV-C) is a lymphotropic human virus discovered in 1995 that is related to hepatitis C virus (HCV). GBV-C infection has not been convincingly associated with any disease; however, several studies found an association between persistent GBV-C infection and improved survival in HIV-positive individuals. GBV-C infection modestly alters T cell homeostasis in vivo through various mechanisms, including modulation of chemokine and cytokine release and receptor expression, and by diminution of T cell activation, proliferation and apoptosis, all of which may contribute to improved HIV clinical outcomes. In vitro studies confirm these clinical observations and demonstrate an anti-HIV replication effect of GBV-C. This review summarizes existing data on potential mechanisms by which GBV-C interferes with HIV, and the research needed to capitalize on this epidemiological observation.																					WOS:000302455600004	22325031	
J	Maidana Giret, Maria Teresa; Kallas, Esper Georges								GBV-C: State of the Art and Future Prospects								CURRENT HIV/AIDS REPORTS				9	1			26	33		10.1007/s11904-011-0109-1				MAR 2012	2012	The GB virus C is a common non-pathogenic virus, member of the Flaviviridae family with worldwide distribution. Favorable clinical course and reduced mortality among HIV-infected patients was demonstrated by several studies with patients co-infected with the GB virus C (GBV-C). This potential benefit of GBV-C has been demonstrated in the pre-HAART and post-HAART eras; however, this effect was not observed in all studies and the discrepancy may be due to changes during the course of HIV infection, characteristic of the cohort, and the degree of therapeutic response. The GBV-C has been found to decrease HIV replication in in vitro models, highlighting the interference of persistent GBV- C viremia. The mechanism of the beneficial effect of GBV- C appears to be mediated by changes in the cellular immune response, and elucidation of putative protective effects of GBV- C in HIV co-infection could potentially identify novel targets for anti-HIV agents.																					WOS:000208974100004	22246585	
J	Riedel, Christiane; Lamp, Benjamin; Heimann, Manuela; Koenig, Matthias; Blome, Sandra; Moennig, Volker; Schuettler, Christian; Thiel, Heinz-Juergen; Ruemenapf, Tillmann								The Core Protein of Classical Swine Fever Virus Is Dispensable for Virus Propagation In Vitro								PLOS PATHOGENS				8	3					e1002598	10.1371/journal.ppat.1002598				MAR 2012	2012	Core protein of Flaviviridae is regarded as essential factor for nucleocapsid formation. Yet, core protein is not encoded by all isolates (GBV- A and GBV- C). Pestiviruses are a genus within the family Flaviviridae that affect cloven-hoofed animals, causing economically important diseases like classical swine fever (CSF) and bovine viral diarrhea (BVD). Recent findings describe the ability of NS3 of classical swine fever virus (CSFV) to compensate for disabling size increase of core protein (Riedel et al., 2010). NS3 is a nonstructural protein possessing protease, helicase and NTPase activity and a key player in virus replication. A role of NS3 in particle morphogenesis has also been described for other members of the Flaviviridae (Patkar et al., 2008; Ma et al., 2008). These findings raise questions about the necessity and function of core protein and the role of NS3 in particle assembly. A reverse genetic system for CSFV was employed to generate poorly growing CSFVs by modification of the core gene. After passaging, rescued viruses had acquired single amino acid substitutions (SAAS) within NS3 helicase subdomain 3. Upon introduction of these SAAS in a nonviable CSFV with deletion of almost the entire core gene (Vp447(Delta c)), virus could be rescued. Further characterization of this virus with regard to its physical properties, morphology and behavior in cell culture did not reveal major differences between wildtype (Vp447) and Vp447(Delta c). Upon infection of the natural host, Vp447(Delta c) was attenuated. Hence we conclude that core protein is not essential for particle assembly of a core-encoding member of the Flaviviridae, but important for its virulence. This raises questions about capsid structure and necessity, the role of NS3 in particle assembly and the function of core protein in general.																					WOS:000302225600046	22457622	
J	Cavanagh, Heather M. A.; Mahony, Timothy J.; Vanniasinkam, Thiru								Genetic characterization of equine adenovirus type 1								VETERINARY MICROBIOLOGY				155	1			33	37		10.1016/j.vetmic.2011.08.014				FEB 24 2012	2012	Two known serotypes of equine adenovirus (EAdV), equine adenovirus type 1 (EAdV-1) and equine adenovirus type 2 (EAdV-2) have been isolated from horses. EAdV-1 is predominantly associated with upper respiratory tract infections while EAdV-2 appears to be associated with gastrointestinal infections in horses. In this report the EAdV-1 genome has been sequenced for the first time. The EAdV-1 genome encoded genes are characteristic of the Mastadenovirus genus such as protein V and IX. Unexpectedly, phylogenetic reconstructions also revealed a close relationship between EAdV-1 and two recently characterized bat adenoviruses. The results of this study suggest that EAdV-1 may share a common ancestor with canine and bat adenoviruses. (C) 2011 Elsevier B.V. All rights reserved.																					WOS:000301833400004	21924564	
J	Hirota, Jiro; Shimoji, Yoshihiro; Shimizu, Shinya								New Sensitive Competitive Enzyme-Linked Immunosorbent Assay Using a Monoclonal Antibody against Nonstructural Protein 1 of West Nile Virus NY99								CLINICAL AND VACCINE IMMUNOLOGY				19	2			277	283		10.1128/CVI.05382-11				FEB 2012	2012	An anti-West Nile virus (anti-WNV) monoclonal antibody, SHW-7A11, was developed for competitive enzyme-linked immunosorbent assays (c-ELISAs). SHW-7A11 reacted with nonstructural protein 1 in Western blot analysis. SHW-7A11 was relatively specific for the WNV strain NY99 and recognized Kunjin and Eg101 strains in indirect ELISAs. Two c-ELISAs were developed for sera diluted 10 and 100 times and named c-ELISA10 and c-ELISA100, respectively. Both c-ELISAs detected antibodies against WNV NY99 and Kunjin strains. Little cross-reactivity was observed for antibodies against Japanese encephalitis virus and St. Louis encephalitis virus in these assays. Using the cutoff point for the St. Louis encephalitis virus, all WNV-infected chickens were found to be positive on day 21 after infection in both c-ELISAs. On the other hand, all infected chickens were found to be positive on day 35 after infection in a virus neutralization test. Our newly developed SHW-7A11-based c-ELISA can detect WNV infection with sera diluted 10 to 100 times. Therefore, this c-ELISA can be used for WNV serosurveillance of chickens and wild birds.																					WOS:000300044800021	22190400	
J	Sulbaran, Yoneira; Bonilla, Jose; Gutierrez, Gustavo; Manuel Pernalete, Jose; Helene Pujol, Flor								Low prevalence of hepatitis A virus infection among autochthonous populations of New World non-human primates								JOURNAL OF MEDICAL PRIMATOLOGY				41	1			71	73		10.1111/j.1600-0684.2011.00519.x				FEB 2012	2012																						WOS:000299413900010	21967448	
J	Stapleton, Jack T.; Smith, Donald B.; Simmonds, Peter								Evidence against GB virus C infection in dromedary camels								VETERINARY MICROBIOLOGY				154	3-4			403	406		10.1016/j.vetmic.2011.06.017				JAN 27 2012	2012	A recent publication described finding GB virus C (GBV-C) RNA in 4 of 22 dromedary camel sera, and sequence analysis found that these viruses were phylogenetically clustered within human GBV-C isolates. Since all other GB viruses to date form monophyletic groups according to their host species, the close relationship between the sequences generated from camel sera and human GBV-C isolates seemed implausible, leading us to conduct an independent analysis of the sequences. Our investigation found three lines of evidence arguing against GBV-C infection in dromedary camels. First, strong evidence of artifactual sequence generation was identified for some of the sequences. Secondly, the sequence diversity within individual camel sera was 10-152-fold greater than that described for GBV-C within a human host. Finally. GBV-C sequences generated from each camel shared near complete identity with human isolates previously described by the same laboratory. Taken together, these data strongly suggest laboratory contamination. We suggest that additional validation experiments are needed before it is possible to conclude that camels are permissive for GBV-C infection. (C) 2011 Elsevier B.V. All rights reserved.																					WOS:000299582000024	21757300	
J	Peel, Alison J.; Baker, Kate S.; Crameri, Gary; Barr, Jennifer A.; Hayman, David T. S.; Wright, Edward; Broder, Christopher C.; Fernandez-Loras, Andres; Fooks, Anthony R.; Wang, Lin-Fa; Cunningham, Andrew A.; Wood, James L. N.								Henipavirus Neutralising Antibodies in an Isolated Island Population of African Fruit Bats								PLOS ONE				7	1					e30346	10.1371/journal.pone.0030346				JAN 12 2012	2012	Isolated islands provide valuable opportunities to study the persistence of viruses in wildlife populations, including population size thresholds such as the critical community size. The straw-coloured fruit bat, Eidolon helvum, has been identified as a reservoir for henipaviruses (serological evidence) and Lagos bat virus (LBV; virus isolation and serological evidence) in continental Africa. Here, we sampled from a remote population of E. helvum annobonensis fruit bats on Annobon island in the Gulf of Guinea to investigate whether antibodies to these viruses also exist in this isolated subspecies. Henipavirus serological analyses (Luminex multiplexed binding and inhibition assays, virus neutralisation tests and western blots) and lyssavirus serological analyses (LBV: modified Fluorescent Antibody Virus Neutralisation test, LBV and Mokola virus: lentivirus pseudovirus neutralisation assay) were undertaken on 73 and 70 samples respectively. Given the isolation of fruit bats on Annobon and their lack of connectivity with other populations, it was expected that the population size on the island would be too small to allow persistence of viruses that are thought to cause acute and immunising infections. However, the presence of antibodies against henipaviruses was detected using the Luminex binding assay and confirmed using alternative assays. Neutralising antibodies to LBV were detected in one bat using both assays. We demonstrate clear evidence for exposure of multiple individuals to henipaviruses in this remote population of E. helvum annobonensis fruit bats on Annobon island. The situation is less clear for LBV. Seroprevalences to henipaviruses and LBV in Annobon are notably different to those in E. helvum in continental locations studied using the same sampling techniques and assays. Whilst cross-sectional serological studies in wildlife populations cannot provide details on viral dynamics within populations, valuable information on the presence or absence of viruses may be obtained and utilised for informing future studies.																					WOS:000301357100050	22253928	
B	Brabb, Thea; Di Giacomo, Ronald F.						Suckow, MA; Stevens, KA; Wilson, RP		Viral Diseases								LABORATORY RABBIT, GUINEA PIG, HAMSTER, AND OTHER RODENTS		American College of Laboratory Animal Medicine Series						365	413		10.1016/B978-0-12-380920-9.00014-6				2012	2012																						WOS:000333993900015		
S	Broder, Christopher C.; Geisbert, Thomas W.; Xu, Kai; Nikolov, Dimitar B.; Wang, Lin-Fa; Middleton, Deborah; Pallister, Jackie; Bossart, Katharine N.						Lee, B; Rota, PA		Immunization Strategies Against Henipaviruses								HENIPAVIRUS: ECOLOGY, MOLECULAR VIROLOGY, AND PATHOGENESIS		Current Topics in Microbiology and Immunology		359				197	223		10.1007/82_2012_213	10.1007/978-3-642-29819-6			2012	2012	Hendra virus and Nipah virus are recently discovered and closely related emerging viruses that now comprise the genus henipavirus within the sub-family Paramyxoviridae and are distinguished by their broad species tropism and ability to cause fatal disease in a wide variety of mammalian hosts including humans. The high mortality associated with human and animal henipavirus infections has highlighted the importance and necessity of developing effective immunization strategies. The development of suitable animal models of henipavirus infection and pathogenesis has been critical for testing the efficacy of potential therapeutic approaches. Several henipavirus challenge models have been used and recent successes in both active and passive immunization strategies against henipaviruses have been reported which have all targeted the viral envelope glycoproteins.																					WOS:000330362500013	22481140	
B	Carstens, Eric B.						King, AMQ; Adams, MJ; Carstens, EB; Lefkowitz, EJ		Introduction to Virus Taxonomy								Virus Taxonomy: Classification and Nomenclature of Viruses:NINTH REPORT OF THE INTERNATIONAL COMMITTEE ON TAXONOMY OF VIRUSES								3	20,23-37,39-123,125-141,143-145,147-173,175-189,191-221,223-309,311-315						2012	2012																						BCI:BCI201400286649		
S	Geisbert, Thomas W.; Feldmann, Heinz; Broder, Christopher C.						Lee, B; Rota, PA		Animal Challenge Models of Henipavirus Infection and Pathogenesis								HENIPAVIRUS: ECOLOGY, MOLECULAR VIROLOGY, AND PATHOGENESIS		Current Topics in Microbiology and Immunology		359				153	177		10.1007/82_2012_208	10.1007/978-3-642-29819-6			2012	2012	The henipaviruses, Hendra virus (HeV), and Nipah virus (NiV), are enigmatic emerging pathogens that causes severe and often fatal neurologic and/or respiratory disease in both animals and humans. Amongst people, case fatality rates range between 40 and 75% and there are no vaccines or treatments approved for human use. A number of species of animals including guinea pigs, hamsters, cats, ferrets, pigs, and African green monkeys have been employed as animal models of human henipavirus infection. Here, we review the development of animal models for henipavirus infection, discuss the pathology and pathogenesis of these models, and assess the utility of each model to recapitulate important aspects of henipavirus-mediated disease seen in humans.																					WOS:000330362500011	22476556	
